FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,MIN_FREQ,MAX_FREQ,LEFT_CHANNEL,RIGHT_CHANNEL
19700101_050000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.39153076576045,NA 
19700101_051000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.11916556088305,NA 
19700101_052000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.51516840421169,NA 
19700101_053000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.72492762982922,NA 
19700101_054000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.79844405943298,NA 
19700101_055000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.46154965673235,NA 
19700101_060000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,5.41613015351646,NA 
19700101_061000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.9894734255175,NA 
19700101_062000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.19580054464749,NA 
19700101_063000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.00714291692905,NA 
19700101_064000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.45927954215542,NA 
19700101_065000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.41893199093102,NA 
19700101_070000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.75034040599636,NA 
19700101_071000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.66896802099192,NA 
19700101_072000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.59857325873986,NA 
19700101_073000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.43307551019647,NA 
19700101_074000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.78259198739897,NA 
19700101_075000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.28041845316259,NA 
19700101_080000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.5678851233614,NA 
19700101_081000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.85142627884803,NA 
19700101_082000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,5.16695873930944,NA 
19700101_083000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.22532574662687,NA 
19700101_084000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.52697390514773,NA 
19700101_085000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.85140139380461,NA 
19700101_090000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.10569164050359,NA 
19700101_091000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.0689220047747,NA 
19700101_092000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.89469613638836,NA 
19700101_093000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.43546928128754,NA 
19700101_094000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.63427908827911,NA 
19700101_095000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.67658854701242,NA 
19700101_100000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.77880198521527,NA 
19700101_101000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.4232502792631,NA 
19700101_102000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.69557993407311,NA 
19700101_103000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.53012394569985,NA 
19700101_104000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.78054587281656,NA 
19700101_105000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.47511122160863,NA 
19700101_110000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.80837072372845,NA 
19700101_111000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.70238044561137,NA 
19700101_112000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.55393111612398,NA 
19700101_113000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.10383611298443,NA 
19700101_114000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.07051927467135,NA 
19700101_115000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.09535424256674,NA 
19700101_120000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.9907711201704,NA 
19700101_121000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,6.25494014814287,NA 
19700101_122000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,8.68967809789875,NA 
19700101_123000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,5.50780075164112,NA 
19700101_124000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,6.53174387674442,NA 
19700101_125000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.96706198162146,NA 
19700102_050000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.43206960304505,NA 
19700102_051000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.66499365118132,NA 
19700102_052000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.90552335770001,NA 
19700102_053000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.47389252385771,NA 
19700102_054000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.05307487022729,NA 
19700102_055000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.58814764563584,NA 
19700102_060000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.64172939460365,NA 
19700102_061000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.01194502219174,NA 
19700102_062000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.30067188317344,NA 
19700102_063000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.52646292921064,NA 
19700102_064000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.73991209358139,NA 
19700102_065000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.67802898267924,NA 
19700102_070000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.40037656942466,NA 
19700102_071000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.02611622417868,NA 
19700102_072000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.64556143120951,NA 
19700102_073000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.32135914509524,NA 
19700102_074000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.21233872554411,NA 
19700102_075000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.58661649090542,NA 
19700102_080000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.27981255010944,NA 
19700102_081000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.59250187196044,NA 
19700102_082000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.7449744000152,NA 
