FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,MIN_FREQ,MAX_FREQ,J,LEFT_CHANNEL,RIGHT_CHANNEL
20210522_121000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1789.53876853585,NA 
20210522_122000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1254.33857514739,NA 
20210522_123000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1256.18066659357,NA 
20210522_124000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1327.82405948813,NA 
20210522_125000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1273.79864942512,NA 
20210523_050000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1330.94508142259,NA 
20210523_051000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1261.4148434981,NA 
20210523_052000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1252.59785052049,NA 
20210523_053000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1339.9629614632,NA 
20210523_054000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1389.21709156957,NA 
20210523_055000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1548.48418875188,NA 
20210523_060000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1435.66815815969,NA 
20210523_061000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1509.83843883316,NA 
20210523_062000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1373.73089290459,NA 
20210523_063000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1340.81760156425,NA 
20210523_064000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1370.45419851386,NA 
20210523_065000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1373.12545306092,NA 
20210523_070000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1362.27351715282,NA 
20210523_071000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1331.12022289266,NA 
20210523_072000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1295.2276774982,NA 
