FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,MIN_FREQ,MAX_FREQ,J,LEFT_CHANNEL,RIGHT_CHANNEL
20210518_050000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1394.51732858082,NA 
20210518_051000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1378.75443607284,NA 
20210518_052000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1371.90101035994,NA 
20210518_053000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1377.24424518505,NA 
20210518_054000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1357.00394072363,NA 
20210518_055000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1370.39536081434,NA 
20210518_060000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1400.88964320678,NA 
20210518_061000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1461.05858557386,NA 
20210518_062000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1458.27283590974,NA 
20210518_063000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1474.96197889835,NA 
20210518_064000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1463.88789034723,NA 
20210518_065000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1489.81212039845,NA 
20210518_070000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1495.88327382154,NA 
20210518_071000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1469.1826599582,NA 
20210518_072000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1349.98230147401,NA 
20210518_073000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1398.5427685151,NA 
20210518_074000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1439.05250383161,NA 
20210518_075000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1466.68378730124,NA 
20210518_080000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1418.27632023678,NA 
20210518_081000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1445.58938592409,NA 
20210518_082000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1421.66790802933,NA 
20210518_083000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1367.89736516821,NA 
20210518_084000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1406.09761257873,NA 
20210518_085000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1445.51956864509,NA 
20210518_090000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1393.28497253054,NA 
20210518_091000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1348.45078575036,NA 
20210518_092000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1412.49287875864,NA 
20210518_093000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1439.1660782857,NA 
20210518_094000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1340.6148365385,NA 
20210518_095000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1375.56959337896,NA 
20210518_100000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1335.06337341821,NA 
20210518_101000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1276.98618405575,NA 
20210518_102000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1364.67468728677,NA 
20210518_103000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1287.19445412323,NA 
20210518_104000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1372.34910466781,NA 
20210518_105000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1296.6874987786,NA 
20210518_110000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1277.8229973428,NA 
20210518_111000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1249.44006551059,NA 
20210518_112000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1279.85887361762,NA 
20210518_113000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1342.49501656871,NA 
20210518_114000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1377.28716066313,NA 
20210518_115000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1371.45148825712,NA 
20210518_120000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1317.26344041007,NA 
20210518_121000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1289.6294632885,NA 
20210518_122000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1239.38255408321,NA 
20210518_123000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1236.39635200972,NA 
20210518_124000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1253.40645288236,NA 
20210518_125000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1239.12403121377,NA 
20210519_050000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1392.76496409712,NA 
20210519_051000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1405.9448139897,NA 
20210519_052000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1412.58375314303,NA 
20210519_053000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1367.081678347,NA 
20210519_054000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1388.09513309745,NA 
20210519_055000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1373.29777205743,NA 
20210519_060000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1358.63162927218,NA 
20210519_061000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1400.3648934927,NA 
20210519_062000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1434.98041422702,NA 
20210519_063000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1367.93186299189,NA 
20210519_064000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1400.22009921097,NA 
20210519_065000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1379.72444379289,NA 
20210519_070000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1366.02734759478,NA 
20210519_071000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1319.77268430323,NA 
20210519_072000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1402.99877940618,NA 
20210519_073000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1340.74372146603,NA 
20210519_074000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1410.41725907913,NA 
20210519_075000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1350.82431329922,NA 
20210519_080000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1403.37106387507,NA 
20210519_081000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1271.8567506623,NA 
20210519_082000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1320.49365254961,NA 
20210519_083000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1288.93944224426,NA 
20210519_084000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1377.82222860281,NA 
20210519_085000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1342.1718921879,NA 
20210519_090000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1288.86597898687,NA 
20210519_091000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1303.7210063853,NA 
20210519_092000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1241.17195926347,NA 
20210519_093000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1264.81345833432,NA 
20210519_094000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1229.594208152,NA 
20210519_095000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1301.74141836548,NA 
20210519_100000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1264.65450287427,NA 
20210519_101000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1238.05681181778,NA 
20210519_102000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1293.74611148315,NA 
20210519_103000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1243.88409369457,NA 
20210519_104000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1241.83682489904,NA 
20210519_105000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1307.65059031317,NA 
20210519_110000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1300.30286201839,NA 
20210519_111000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1261.93990906403,NA 
20210519_112000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1244.08057991259,NA 
20210519_113000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1249.90960294838,NA 
20210519_114000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1240.16718320504,NA 
20210519_115000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1230.35918355158,NA 
20210519_120000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1301.49044466056,NA 
20210519_121000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1267.74338840425,NA 
20210519_122000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1391.87715463879,NA 
20210519_123000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1307.36237262242,NA 
20210519_124000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1273.84523361754,NA 
20210519_125000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1241.33179971716,NA 
20210520_050000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1346.14012988621,NA 
20210520_051000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1292.19427243831,NA 
20210520_052000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1299.44353239429,NA 
20210520_053000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1289.89216685939,NA 
20210520_054000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1308.10135081177,NA 
20210520_055000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1330.75315752946,NA 
20210520_060000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1379.21986130282,NA 
20210520_061000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1394.23155591668,NA 
20210520_062000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1464.73295470465,NA 
20210520_063000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1373.15338050936,NA 
20210520_064000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1358.89991392203,NA 
20210520_065000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1404.24889250428,NA 
20210520_070000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1281.21879330445,NA 
20210520_071000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1313.4054004296,NA 
20210520_072000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1387.8559706807,NA 
20210520_073000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1296.14321535967,NA 
20210520_074000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1345.37004300469,NA 
20210520_075000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1307.29269850909,NA 
20210520_080000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1331.11066174495,NA 
20210520_081000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1285.9618507815,NA 
20210520_082000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1341.55289758519,NA 
20210520_083000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1370.79708311472,NA 
20210520_084000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1406.29944532713,NA 
20210520_085000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1380.57828049239,NA 
20210520_090000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1368.82380459119,NA 
20210520_091000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1392.40457640922,NA 
20210520_092000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1386.31058222805,NA 
20210520_093000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1415.43026771392,NA 
20210520_094000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1359.96862508592,NA 
20210520_095000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1403.23373148175,NA 
20210520_100000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1318.27968966447,NA 
20210520_101000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1345.63037787116,NA 
20210520_102000.WAV,48000,16,120,1,acoustic_complexity,512,1,8000,5,1257.81864239241,NA 
