FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,MAX_FREQ,DB_THRESHOLD,FREQ_STEPS,LEFT_CHANNEL,RIGHT_CHANNEL
20210519_050000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.003277,NA 
20210519_051000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.004126,NA 
20210519_052000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.031178,NA 
20210519_053000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.013568,NA 
20210519_054000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.00256,NA 
20210519_055000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.090079,NA 
20210519_060000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.004693,NA 
20210519_061000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.009409,NA 
20210519_062000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.012046,NA 
20210519_063000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.006337,NA 
20210519_064000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.003767,NA 
20210519_065000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.004659,NA 
20210519_070000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.019762,NA 
20210519_071000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.003907,NA 
20210519_072000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.003725,NA 
20210519_073000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.168698,NA 
20210519_074000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.017036,NA 
20210519_075000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.044523,NA 
20210519_080000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.003599,NA 
20210519_081000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.068689,NA 
20210519_082000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.65792,NA 
20210519_083000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.006964,NA 
20210519_084000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.011588,NA 
20210519_085000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.032091,NA 
20210519_090000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.506971,NA 
20210519_091000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.01269,NA 
20210519_092000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.013947,NA 
20210519_093000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.005471,NA 
