"FILENAME","SAMPLINGRATE","BIT","DURATION","CHANNELS","INDEX","FFT_W","MIN_FREQ","MAX_FREQ","J","LEFT_CHANNEL","RIGHT_CHANNEL","aru","site"
"20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1357.64604127423,"NA ","ws01_","sswma"
"20210518_051000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1340.47950503707,"NA ","ws01_","sswma"
"20210518_052000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1350.94927728632,"NA ","ws01_","sswma"
"20210518_053000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1381.81320093896,"NA ","ws01_","sswma"
"20210518_054000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1361.10607929081,"NA ","ws01_","sswma"
"20210518_055000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1363.27480425633,"NA ","ws01_","sswma"
"20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1406.28902823705,"NA ","ws01_","sswma"
"20210518_061000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1516.00672518725,"NA ","ws01_","sswma"
"20210518_062000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1545.76099159395,"NA ","ws01_","sswma"
"20210518_063000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1469.61807771327,"NA ","ws01_","sswma"
"20210518_064000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1403.10285172481,"NA ","ws01_","sswma"
"20210518_065000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1413.63177228144,"NA ","ws01_","sswma"
"20210518_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1389.42944902147,"NA ","ws01_","sswma"
"20210518_071000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1437.63862646381,"NA ","ws01_","sswma"
"20210518_072000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1436.43896125685,"NA ","ws01_","sswma"
"20210518_073000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1467.66398783104,"NA ","ws01_","sswma"
"20210518_074000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1431.79113760516,"NA ","ws01_","sswma"
"20210518_075000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1400.99290970208,"NA ","ws01_","sswma"
"20210518_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1385.97598312178,"NA ","ws01_","sswma"
"20210518_081000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1472.66407870549,"NA ","ws01_","sswma"
"20210518_082000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1446.6860898375,"NA ","ws01_","sswma"
"20210518_083000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1504.16798865926,"NA ","ws01_","sswma"
"20210518_084000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1423.3251670769,"NA ","ws01_","sswma"
"20210518_085000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1491.05490961438,"NA ","ws01_","sswma"
"20210518_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1468.56290489525,"NA ","ws01_","sswma"
"20210518_091000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1441.54797537498,"NA ","ws01_","sswma"
"20210518_092000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1430.62223729179,"NA ","ws01_","sswma"
"20210518_093000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1398.47233386074,"NA ","ws01_","sswma"
"20210518_094000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1380.49631447455,"NA ","ws01_","sswma"
"20210518_095000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1430.73701331104,"NA ","ws01_","sswma"
"20210518_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1364.10637731764,"NA ","ws01_","sswma"
"20210518_101000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1406.55044174087,"NA ","ws01_","sswma"
"20210518_102000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1330.98292836592,"NA ","ws01_","sswma"
"20210518_103000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1410.61847955371,"NA ","ws01_","sswma"
"20210518_104000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1376.18613920981,"NA ","ws01_","sswma"
"20210518_105000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1361.4754718249,"NA ","ws01_","sswma"
"20210518_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1277.50568806735,"NA ","ws01_","sswma"
"20210518_111000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1353.81462768514,"NA ","ws01_","sswma"
"20210518_112000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1368.61428137719,"NA ","ws01_","sswma"
"20210518_113000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1380.97362424955,"NA ","ws01_","sswma"
"20210518_114000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1331.77236387228,"NA ","ws01_","sswma"
"20210518_115000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1354.00425187909,"NA ","ws01_","sswma"
"20210518_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1342.64021775908,"NA ","ws01_","sswma"
"20210518_121000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1355.83814334604,"NA ","ws01_","sswma"
"20210518_122000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1332.72143868827,"NA ","ws01_","sswma"
"20210518_123000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1387.85427903216,"NA ","ws01_","sswma"
"20210518_124000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1333.09021467531,"NA ","ws01_","sswma"
"20210518_125000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1371.54048962327,"NA ","ws01_","sswma"
"20210519_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1361.52938937323,"NA ","ws01_","sswma"
"20210519_051000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1374.23051186393,"NA ","ws01_","sswma"
"20210519_052000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1376.40270284209,"NA ","ws01_","sswma"
"20210519_053000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1373.13278192264,"NA ","ws01_","sswma"
"20210519_054000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1353.76956962107,"NA ","ws01_","sswma"
"20210519_055000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1397.92683303433,"NA ","ws01_","sswma"
"20210519_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1501.64455231991,"NA ","ws01_","sswma"
"20210519_061000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1460.51988075302,"NA ","ws01_","sswma"
"20210519_062000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1445.58462640228,"NA ","ws01_","sswma"
"20210519_063000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1477.16886708347,"NA ","ws01_","sswma"
"20210519_064000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1466.11465882887,"NA ","ws01_","sswma"
"20210519_065000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1486.91390322647,"NA ","ws01_","sswma"
"20210519_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1453.77848685817,"NA ","ws01_","sswma"
"20210519_071000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1467.54799961059,"NA ","ws01_","sswma"
"20210519_072000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1413.89978375963,"NA ","ws01_","sswma"
"20210519_073000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1444.37260607143,"NA ","ws01_","sswma"
"20210519_074000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1464.35529507387,"NA ","ws01_","sswma"
"20210519_075000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1438.19858723628,"NA ","ws01_","sswma"
"20210519_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1448.05389946105,"NA ","ws01_","sswma"
"20210519_081000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1395.54838452768,"NA ","ws01_","sswma"
"20210519_082000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1466.77159680499,"NA ","ws01_","sswma"
"20210519_083000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1506.24922253417,"NA ","ws01_","sswma"
"20210519_084000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1422.17419681792,"NA ","ws01_","sswma"
"20210519_085000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1449.12706643307,"NA ","ws01_","sswma"
"20210519_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1488.70344277186,"NA ","ws01_","sswma"
"20210519_091000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1479.9039537465,"NA ","ws01_","sswma"
"20210519_092000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1485.14045100325,"NA ","ws01_","sswma"
"20210519_093000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1344.59321244606,"NA ","ws01_","sswma"
"20210519_094000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1416.97007877317,"NA ","ws01_","sswma"
"20210519_095000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1371.11534304225,"NA ","ws01_","sswma"
"20210519_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1368.27485297781,"NA ","ws01_","sswma"
"20210519_101000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1376.56333857548,"NA ","ws01_","sswma"
"20210519_102000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1338.5468668283,"NA ","ws01_","sswma"
"20210519_103000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1419.59495639313,"NA ","ws01_","sswma"
"20210519_104000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1346.66183996948,"NA ","ws01_","sswma"
"20210519_105000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1329.25706924782,"NA ","ws01_","sswma"
"20210519_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1357.95516479494,"NA ","ws01_","sswma"
"20210519_111000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1192.03829696689,"NA ","ws01_","sswma"
"20210519_112000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1220.85802492873,"NA ","ws01_","sswma"
"20210519_113000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1221.61682087644,"NA ","ws01_","sswma"
"20210519_114000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1298.08710437443,"NA ","ws01_","sswma"
"20210519_115000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1244.55797525595,"NA ","ws01_","sswma"
"20210519_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1276.46708399526,"NA ","ws01_","sswma"
"20210519_121000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1248.23893825654,"NA ","ws01_","sswma"
"20210519_122000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1257.59308738418,"NA ","ws01_","sswma"
"20210519_123000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1291.76104018383,"NA ","ws01_","sswma"
"20210519_124000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1253.38298994264,"NA ","ws01_","sswma"
"20210519_125000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1294.34865251034,"NA ","ws01_","sswma"
"20210520_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1369.41356219027,"NA ","ws01_","sswma"
"20210520_051000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1360.22887599551,"NA ","ws01_","sswma"
"20210520_052000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1368.90096608621,"NA ","ws01_","sswma"
"20210520_053000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1373.19740898272,"NA ","ws01_","sswma"
"20210520_054000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1421.03961093113,"NA ","ws01_","sswma"
"20210520_055000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1472.50949951182,"NA ","ws01_","sswma"
"20210520_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1524.2159194483,"NA ","ws01_","sswma"
"20210520_061000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1545.28462765104,"NA ","ws01_","sswma"
"20210520_062000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1472.5646797549,"NA ","ws01_","sswma"
"20210520_063000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1526.64589875903,"NA ","ws01_","sswma"
"20210520_064000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1491.93720705025,"NA ","ws01_","sswma"
"20210520_065000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1488.85835509962,"NA ","ws01_","sswma"
"20210520_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1533.15529980245,"NA ","ws01_","sswma"
"20210520_071000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1461.08021974324,"NA ","ws01_","sswma"
"20210520_072000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1468.14018557425,"NA ","ws01_","sswma"
"20210520_073000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1444.00868532242,"NA ","ws01_","sswma"
"20210520_074000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1533.85306532864,"NA ","ws01_","sswma"
"20210520_075000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1501.85440668955,"NA ","ws01_","sswma"
"20210520_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1496.51446700008,"NA ","ws01_","sswma"
"20210520_081000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1442.50764648023,"NA ","ws01_","sswma"
"20210520_082000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1467.18930530356,"NA ","ws01_","sswma"
"20210520_083000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1481.57169341079,"NA ","ws01_","sswma"
"20210520_084000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1440.9159944236,"NA ","ws01_","sswma"
"20210520_085000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1397.81742330549,"NA ","ws01_","sswma"
"20210520_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1394.14060806139,"NA ","ws01_","sswma"
"20210520_091000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1442.09730198367,"NA ","ws01_","sswma"
"20210520_092000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1421.19877083318,"NA ","ws01_","sswma"
"20210520_093000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1360.70852440815,"NA ","ws01_","sswma"
"20210520_094000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1350.55643866902,"NA ","ws01_","sswma"
"20210520_095000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1427.69880654405,"NA ","ws01_","sswma"
"20210520_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1369.91636582404,"NA ","ws01_","sswma"
"20210520_101000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1337.72866209062,"NA ","ws01_","sswma"
"20210520_102000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1245.28398383059,"NA ","ws01_","sswma"
"20210520_103000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1244.46312922125,"NA ","ws01_","sswma"
"20210520_104000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1290.56408331063,"NA ","ws01_","sswma"
"20210520_105000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1248.61725039752,"NA ","ws01_","sswma"
"20210520_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1225.37202517976,"NA ","ws01_","sswma"
"20210520_111000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1289.71037000671,"NA ","ws01_","sswma"
"20210520_112000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1196.39369269301,"NA ","ws01_","sswma"
"20210520_113000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1251.79458071222,"NA ","ws01_","sswma"
"20210520_114000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1251.68353009846,"NA ","ws01_","sswma"
"20210520_115000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1316.72405501955,"NA ","ws01_","sswma"
"20210520_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1274.98454632528,"NA ","ws01_","sswma"
"20210520_121000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1328.07861020425,"NA ","ws01_","sswma"
"20210520_122000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1289.26979437584,"NA ","ws01_","sswma"
"20210520_123000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1293.44444944021,"NA ","ws01_","sswma"
"20210520_124000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1222.10105781466,"NA ","ws01_","sswma"
"20210520_125000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1264.7220869761,"NA ","ws01_","sswma"
"20210521_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1320.6860506441,"NA ","ws01_","sswma"
"20210521_051000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1319.42087348507,"NA ","ws01_","sswma"
"20210521_052000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1323.93912298468,"NA ","ws01_","sswma"
"20210521_053000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1306.25237753348,"NA ","ws01_","sswma"
"20210521_054000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1319.36597369293,"NA ","ws01_","sswma"
"20210521_055000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1339.58919907202,"NA ","ws01_","sswma"
"20210521_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1377.9205849197,"NA ","ws01_","sswma"
"20210521_061000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1373.29631398648,"NA ","ws01_","sswma"
"20210521_062000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1363.32561512488,"NA ","ws01_","sswma"
"20210521_063000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1385.26146482569,"NA ","ws01_","sswma"
"20210521_064000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1383.82531963929,"NA ","ws01_","sswma"
"20210521_065000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1352.80939880256,"NA ","ws01_","sswma"
"20210521_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1332.49822688307,"NA ","ws01_","sswma"
"20210521_071000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1386.24008203918,"NA ","ws01_","sswma"
"20210521_072000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1359.40993129052,"NA ","ws01_","sswma"
"20210521_073000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1370.25553081819,"NA ","ws01_","sswma"
