"FILENAME","SAMPLINGRATE","BIT","DURATION","CHANNELS","INDEX","FFT_W","MIN_FREQ","MAX_FREQ","LEFT_CHANNEL","RIGHT_CHANNEL","aru","site"
"20210518_050000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,4.34673196131768,"NA ","ws01_","sswma"
"20210518_051000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,3.92643947703619,"NA ","ws01_","sswma"
"20210518_052000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,4.00190944533113,"NA ","ws01_","sswma"
"20210518_053000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,4.36167806384077,"NA ","ws01_","sswma"
"20210518_054000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,4.30106296556842,"NA ","ws01_","sswma"
"20210518_055000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,4.49472698185234,"NA ","ws01_","sswma"
"20210518_060000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.6696826300479,"NA ","ws01_","sswma"
"20210518_061000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,10.7594578476243,"NA ","ws01_","sswma"
"20210518_062000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,9.52853871917512,"NA ","ws01_","sswma"
"20210518_063000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,10.0295150904354,"NA ","ws01_","sswma"
"20210518_064000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.28337733734068,"NA ","ws01_","sswma"
"20210518_065000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,5.75600827872436,"NA ","ws01_","sswma"
"20210518_070000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.0891381124473,"NA ","ws01_","sswma"
"20210518_071000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.51409663140399,"NA ","ws01_","sswma"
"20210518_072000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.02058354044008,"NA ","ws01_","sswma"
"20210518_073000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.76895261413561,"NA ","ws01_","sswma"
"20210518_074000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.54329197171462,"NA ","ws01_","sswma"
"20210518_075000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.44960714960333,"NA ","ws01_","sswma"
"20210518_080000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,5.4071475550327,"NA ","ws01_","sswma"
"20210518_081000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.97630417085719,"NA ","ws01_","sswma"
"20210518_082000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.71966376321642,"NA ","ws01_","sswma"
"20210518_083000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.70973797430981,"NA ","ws01_","sswma"
"20210518_084000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.23829875010674,"NA ","ws01_","sswma"
"20210518_085000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,8.06588074235906,"NA ","ws01_","sswma"
"20210518_090000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,8.09881055379866,"NA ","ws01_","sswma"
"20210518_091000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.60681061852556,"NA ","ws01_","sswma"
"20210518_092000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.10609882734447,"NA ","ws01_","sswma"
"20210518_093000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.2270433717275,"NA ","ws01_","sswma"
"20210518_094000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.27921422100208,"NA ","ws01_","sswma"
"20210518_095000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.70853312452328,"NA ","ws01_","sswma"
"20210518_100000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,9.199832241606,"NA ","ws01_","sswma"
"20210518_101000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,9.97215980469117,"NA ","ws01_","sswma"
"20210518_102000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.46167626708305,"NA ","ws01_","sswma"
"20210518_103000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,8.79524680361957,"NA ","ws01_","sswma"
"20210518_104000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,8.22061950299346,"NA ","ws01_","sswma"
"20210518_105000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.2093030050512,"NA ","ws01_","sswma"
"20210518_110000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.21312380491688,"NA ","ws01_","sswma"
"20210518_111000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.75282746055692,"NA ","ws01_","sswma"
"20210518_112000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.86074588975846,"NA ","ws01_","sswma"
"20210518_113000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.17457940777461,"NA ","ws01_","sswma"
"20210518_114000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,6.84734829524801,"NA ","ws01_","sswma"
"20210518_115000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,7.57164707094346,"NA ","ws01_","sswma"
"20210518_120000.WAV",48000,16,120,1,"bioacoustic_index",512,2000,8000,5.44135290021266,"NA ","ws01_","sswma"
