"filename","samplingrate","bit","duration","channels","index","max_freq","db_threshold","freq_steps","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","date_time"
"20210516_050000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.077608,"NA ","aru01","2021","05","16","05","00","00","2021-05-16","05:00:00",2021-05-16 05:00:00
"20210516_051000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079297,"NA ","aru01","2021","05","16","05","10","00","2021-05-16","05:10:00",2021-05-16 05:10:00
"20210516_052000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079232,"NA ","aru01","2021","05","16","05","20","00","2021-05-16","05:20:00",2021-05-16 05:20:00
"20210516_053000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079259,"NA ","aru01","2021","05","16","05","30","00","2021-05-16","05:30:00",2021-05-16 05:30:00
"20210516_054000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079413,"NA ","aru01","2021","05","16","05","40","00","2021-05-16","05:40:00",2021-05-16 05:40:00
"20210516_055000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079403,"NA ","aru01","2021","05","16","05","50","00","2021-05-16","05:50:00",2021-05-16 05:50:00
"20210516_060000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079372,"NA ","aru01","2021","05","16","06","00","00","2021-05-16","06:00:00",2021-05-16 06:00:00
"20210516_061000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079394,"NA ","aru01","2021","05","16","06","10","00","2021-05-16","06:10:00",2021-05-16 06:10:00
"20210516_062000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079417,"NA ","aru01","2021","05","16","06","20","00","2021-05-16","06:20:00",2021-05-16 06:20:00
"20210516_063000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079405,"NA ","aru01","2021","05","16","06","30","00","2021-05-16","06:30:00",2021-05-16 06:30:00
"20210516_064000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079402,"NA ","aru01","2021","05","16","06","40","00","2021-05-16","06:40:00",2021-05-16 06:40:00
"20210516_065000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079408,"NA ","aru01","2021","05","16","06","50","00","2021-05-16","06:50:00",2021-05-16 06:50:00
"20210516_070000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07939,"NA ","aru01","2021","05","16","07","00","00","2021-05-16","07:00:00",2021-05-16 07:00:00
"20210516_071000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079365,"NA ","aru01","2021","05","16","07","10","00","2021-05-16","07:10:00",2021-05-16 07:10:00
"20210516_072000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079391,"NA ","aru01","2021","05","16","07","20","00","2021-05-16","07:20:00",2021-05-16 07:20:00
"20210516_073000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079351,"NA ","aru01","2021","05","16","07","30","00","2021-05-16","07:30:00",2021-05-16 07:30:00
"20210516_074000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079313,"NA ","aru01","2021","05","16","07","40","00","2021-05-16","07:40:00",2021-05-16 07:40:00
"20210516_075000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079388,"NA ","aru01","2021","05","16","07","50","00","2021-05-16","07:50:00",2021-05-16 07:50:00
"20210516_080000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079401,"NA ","aru01","2021","05","16","08","00","00","2021-05-16","08:00:00",2021-05-16 08:00:00
"20210516_081000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079415,"NA ","aru01","2021","05","16","08","10","00","2021-05-16","08:10:00",2021-05-16 08:10:00
"20210516_082000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079418,"NA ","aru01","2021","05","16","08","20","00","2021-05-16","08:20:00",2021-05-16 08:20:00
"20210516_083000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079412,"NA ","aru01","2021","05","16","08","30","00","2021-05-16","08:30:00",2021-05-16 08:30:00
"20210516_084000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07942,"NA ","aru01","2021","05","16","08","40","00","2021-05-16","08:40:00",2021-05-16 08:40:00
"20210516_085000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079417,"NA ","aru01","2021","05","16","08","50","00","2021-05-16","08:50:00",2021-05-16 08:50:00
"20210516_090000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079422,"NA ","aru01","2021","05","16","09","00","00","2021-05-16","09:00:00",2021-05-16 09:00:00
"20210516_091000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07943,"NA ","aru01","2021","05","16","09","10","00","2021-05-16","09:10:00",2021-05-16 09:10:00
"20210516_092000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079419,"NA ","aru01","2021","05","16","09","20","00","2021-05-16","09:20:00",2021-05-16 09:20:00
"20210516_093000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079432,"NA ","aru01","2021","05","16","09","30","00","2021-05-16","09:30:00",2021-05-16 09:30:00
"20210516_094000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079428,"NA ","aru01","2021","05","16","09","40","00","2021-05-16","09:40:00",2021-05-16 09:40:00
"20210516_095000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079412,"NA ","aru01","2021","05","16","09","50","00","2021-05-16","09:50:00",2021-05-16 09:50:00
"20210516_100000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079424,"NA ","aru01","2021","05","16","10","00","00","2021-05-16","10:00:00",2021-05-16 10:00:00
"20210516_101000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079431,"NA ","aru01","2021","05","16","10","10","00","2021-05-16","10:10:00",2021-05-16 10:10:00
"20210516_102000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079432,"NA ","aru01","2021","05","16","10","20","00","2021-05-16","10:20:00",2021-05-16 10:20:00
"20210516_103000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","16","10","30","00","2021-05-16","10:30:00",2021-05-16 10:30:00
"20210516_104000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","16","10","40","00","2021-05-16","10:40:00",2021-05-16 10:40:00
"20210516_105000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","16","10","50","00","2021-05-16","10:50:00",2021-05-16 10:50:00
"20210516_110000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","16","11","00","00","2021-05-16","11:00:00",2021-05-16 11:00:00
"20210516_111000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","16","11","10","00","2021-05-16","11:10:00",2021-05-16 11:10:00
"20210516_112000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079439,"NA ","aru01","2021","05","16","11","20","00","2021-05-16","11:20:00",2021-05-16 11:20:00
"20210516_113000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079439,"NA ","aru01","2021","05","16","11","30","00","2021-05-16","11:30:00",2021-05-16 11:30:00
"20210516_114000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","16","11","40","00","2021-05-16","11:40:00",2021-05-16 11:40:00
"20210516_115000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079439,"NA ","aru01","2021","05","16","11","50","00","2021-05-16","11:50:00",2021-05-16 11:50:00
"20210516_120000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079436,"NA ","aru01","2021","05","16","12","00","00","2021-05-16","12:00:00",2021-05-16 12:00:00
"20210516_121000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079435,"NA ","aru01","2021","05","16","12","10","00","2021-05-16","12:10:00",2021-05-16 12:10:00
"20210516_122000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079437,"NA ","aru01","2021","05","16","12","20","00","2021-05-16","12:20:00",2021-05-16 12:20:00
"20210516_123000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079431,"NA ","aru01","2021","05","16","12","30","00","2021-05-16","12:30:00",2021-05-16 12:30:00
"20210516_124000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079429,"NA ","aru01","2021","05","16","12","40","00","2021-05-16","12:40:00",2021-05-16 12:40:00
"20210516_125000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079429,"NA ","aru01","2021","05","16","12","50","00","2021-05-16","12:50:00",2021-05-16 12:50:00
"20210517_050000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079346,"NA ","aru01","2021","05","17","05","00","00","2021-05-17","05:00:00",2021-05-17 05:00:00
"20210517_051000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079389,"NA ","aru01","2021","05","17","05","10","00","2021-05-17","05:10:00",2021-05-17 05:10:00
"20210517_052000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079398,"NA ","aru01","2021","05","17","05","20","00","2021-05-17","05:20:00",2021-05-17 05:20:00
"20210517_053000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079415,"NA ","aru01","2021","05","17","05","30","00","2021-05-17","05:30:00",2021-05-17 05:30:00
"20210517_054000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.0794,"NA ","aru01","2021","05","17","05","40","00","2021-05-17","05:40:00",2021-05-17 05:40:00
"20210517_055000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079416,"NA ","aru01","2021","05","17","05","50","00","2021-05-17","05:50:00",2021-05-17 05:50:00
"20210517_060000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079378,"NA ","aru01","2021","05","17","06","00","00","2021-05-17","06:00:00",2021-05-17 06:00:00
"20210517_061000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079352,"NA ","aru01","2021","05","17","06","10","00","2021-05-17","06:10:00",2021-05-17 06:10:00
"20210517_062000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079412,"NA ","aru01","2021","05","17","06","20","00","2021-05-17","06:20:00",2021-05-17 06:20:00
"20210517_063000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079405,"NA ","aru01","2021","05","17","06","30","00","2021-05-17","06:30:00",2021-05-17 06:30:00
"20210517_064000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079369,"NA ","aru01","2021","05","17","06","40","00","2021-05-17","06:40:00",2021-05-17 06:40:00
"20210517_065000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079396,"NA ","aru01","2021","05","17","06","50","00","2021-05-17","06:50:00",2021-05-17 06:50:00
"20210517_070000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079326,"NA ","aru01","2021","05","17","07","00","00","2021-05-17","07:00:00",2021-05-17 07:00:00
"20210517_071000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079417,"NA ","aru01","2021","05","17","07","10","00","2021-05-17","07:10:00",2021-05-17 07:10:00
"20210517_072000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079374,"NA ","aru01","2021","05","17","07","20","00","2021-05-17","07:20:00",2021-05-17 07:20:00
"20210517_073000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079406,"NA ","aru01","2021","05","17","07","30","00","2021-05-17","07:30:00",2021-05-17 07:30:00
"20210517_074000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079391,"NA ","aru01","2021","05","17","07","40","00","2021-05-17","07:40:00",2021-05-17 07:40:00
"20210517_075000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079376,"NA ","aru01","2021","05","17","07","50","00","2021-05-17","07:50:00",2021-05-17 07:50:00
"20210517_080000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079347,"NA ","aru01","2021","05","17","08","00","00","2021-05-17","08:00:00",2021-05-17 08:00:00
"20210517_081000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079405,"NA ","aru01","2021","05","17","08","10","00","2021-05-17","08:10:00",2021-05-17 08:10:00
"20210517_082000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07942,"NA ","aru01","2021","05","17","08","20","00","2021-05-17","08:20:00",2021-05-17 08:20:00
"20210517_083000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07942,"NA ","aru01","2021","05","17","08","30","00","2021-05-17","08:30:00",2021-05-17 08:30:00
"20210517_084000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079419,"NA ","aru01","2021","05","17","08","40","00","2021-05-17","08:40:00",2021-05-17 08:40:00
"20210517_085000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079413,"NA ","aru01","2021","05","17","08","50","00","2021-05-17","08:50:00",2021-05-17 08:50:00
"20210517_090000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079425,"NA ","aru01","2021","05","17","09","00","00","2021-05-17","09:00:00",2021-05-17 09:00:00
"20210517_091000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079428,"NA ","aru01","2021","05","17","09","10","00","2021-05-17","09:10:00",2021-05-17 09:10:00
"20210517_092000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079421,"NA ","aru01","2021","05","17","09","20","00","2021-05-17","09:20:00",2021-05-17 09:20:00
"20210517_093000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079437,"NA ","aru01","2021","05","17","09","30","00","2021-05-17","09:30:00",2021-05-17 09:30:00
"20210517_094000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079437,"NA ","aru01","2021","05","17","09","40","00","2021-05-17","09:40:00",2021-05-17 09:40:00
"20210517_095000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079438,"NA ","aru01","2021","05","17","09","50","00","2021-05-17","09:50:00",2021-05-17 09:50:00
"20210517_100000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","17","10","00","00","2021-05-17","10:00:00",2021-05-17 10:00:00
"20210517_101000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","17","10","10","00","2021-05-17","10:10:00",2021-05-17 10:10:00
"20210517_102000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","17","10","20","00","2021-05-17","10:20:00",2021-05-17 10:20:00
"20210517_103000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","17","10","30","00","2021-05-17","10:30:00",2021-05-17 10:30:00
"20210517_104000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","17","10","40","00","2021-05-17","10:40:00",2021-05-17 10:40:00
"20210517_105000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","17","10","50","00","2021-05-17","10:50:00",2021-05-17 10:50:00
"20210517_110000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","17","11","00","00","2021-05-17","11:00:00",2021-05-17 11:00:00
"20210517_111000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079441,"NA ","aru01","2021","05","17","11","10","00","2021-05-17","11:10:00",2021-05-17 11:10:00
"20210517_112000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.07944,"NA ","aru01","2021","05","17","11","20","00","2021-05-17","11:20:00",2021-05-17 11:20:00
"20210517_113000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079439,"NA ","aru01","2021","05","17","11","30","00","2021-05-17","11:30:00",2021-05-17 11:30:00
"20210517_114000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079439,"NA ","aru01","2021","05","17","11","40","00","2021-05-17","11:40:00",2021-05-17 11:40:00
"20210517_115000.WAV",48000,16,120,1,"acoustic_diversity",8000,"-",1000,2.079436,"NA ","aru01","2021","05","17","11","50","00","2021-05-17","11:50:00",2021-05-17 11:50:00
