"filename","samplingrate","bit","duration","channels","index","fft_w","min_freq","max_freq","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","date_time","site"
"20210516_121000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.57750297733724,"NA ","aru01",2021,5,16,12,10,0,"2021-05-16","12:10:00","2021-05-16 12:10:00","cbma"
"20210516_122000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.52580155741292,"NA ","aru01",2021,5,16,12,20,0,"2021-05-16","12:20:00","2021-05-16 12:20:00","cbma"
"20210516_123000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.45728353507361,"NA ","aru01",2021,5,16,12,30,0,"2021-05-16","12:30:00","2021-05-16 12:30:00","cbma"
"20210516_124000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.45349737320481,"NA ","aru01",2021,5,16,12,40,0,"2021-05-16","12:40:00","2021-05-16 12:40:00","cbma"
"20210516_125000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.25874783324084,"NA ","aru01",2021,5,16,12,50,0,"2021-05-16","12:50:00","2021-05-16 12:50:00","cbma"
"20210517_050000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.72304111785657,"NA ","aru01",2021,5,17,5,0,0,"2021-05-17","05:00:00","2021-05-17 05:00:00","cbma"
"20210517_051000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.59665759606157,"NA ","aru01",2021,5,17,5,10,0,"2021-05-17","05:10:00","2021-05-17 05:10:00","cbma"
"20210517_052000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.54848819569507,"NA ","aru01",2021,5,17,5,20,0,"2021-05-17","05:20:00","2021-05-17 05:20:00","cbma"
"20210517_053000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.60409957361047,"NA ","aru01",2021,5,17,5,30,0,"2021-05-17","05:30:00","2021-05-17 05:30:00","cbma"
"20210517_054000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.5325672835967,"NA ","aru01",2021,5,17,5,40,0,"2021-05-17","05:40:00","2021-05-17 05:40:00","cbma"
"20210517_055000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.52483155648612,"NA ","aru01",2021,5,17,5,50,0,"2021-05-17","05:50:00","2021-05-17 05:50:00","cbma"
"20210517_060000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.61394422364677,"NA ","aru01",2021,5,17,6,0,0,"2021-05-17","06:00:00","2021-05-17 06:00:00","cbma"
"20210517_061000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.54981392390686,"NA ","aru01",2021,5,17,6,10,0,"2021-05-17","06:10:00","2021-05-17 06:10:00","cbma"
"20210517_062000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53683339211675,"NA ","aru01",2021,5,17,6,20,0,"2021-05-17","06:20:00","2021-05-17 06:20:00","cbma"
"20210517_063000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.34012554605037,"NA ","aru01",2021,5,17,6,30,0,"2021-05-17","06:30:00","2021-05-17 06:30:00","cbma"
"20210517_064000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.35509169280076,"NA ","aru01",2021,5,17,6,40,0,"2021-05-17","06:40:00","2021-05-17 06:40:00","cbma"
"20210517_065000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.37631449288221,"NA ","aru01",2021,5,17,6,50,0,"2021-05-17","06:50:00","2021-05-17 06:50:00","cbma"
"20210517_070000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.4948881081279,"NA ","aru01",2021,5,17,7,0,0,"2021-05-17","07:00:00","2021-05-17 07:00:00","cbma"
"20210517_071000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.50044724341253,"NA ","aru01",2021,5,17,7,10,0,"2021-05-17","07:10:00","2021-05-17 07:10:00","cbma"
"20210517_072000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.49921579574985,"NA ","aru01",2021,5,17,7,20,0,"2021-05-17","07:20:00","2021-05-17 07:20:00","cbma"
"20210517_073000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.45002067761777,"NA ","aru01",2021,5,17,7,30,0,"2021-05-17","07:30:00","2021-05-17 07:30:00","cbma"
"20210517_074000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.35385102002091,"NA ","aru01",2021,5,17,7,40,0,"2021-05-17","07:40:00","2021-05-17 07:40:00","cbma"
"20210517_075000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.49065472073681,"NA ","aru01",2021,5,17,7,50,0,"2021-05-17","07:50:00","2021-05-17 07:50:00","cbma"
"20210517_080000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.58184693409173,"NA ","aru01",2021,5,17,8,0,0,"2021-05-17","08:00:00","2021-05-17 08:00:00","cbma"
"20210517_081000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.59493869858919,"NA ","aru01",2021,5,17,8,10,0,"2021-05-17","08:10:00","2021-05-17 08:10:00","cbma"
"20210517_082000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.52343650460573,"NA ","aru01",2021,5,17,8,20,0,"2021-05-17","08:20:00","2021-05-17 08:20:00","cbma"
"20210517_083000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.59041217981882,"NA ","aru01",2021,5,17,8,30,0,"2021-05-17","08:30:00","2021-05-17 08:30:00","cbma"
"20210517_084000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.63390301285146,"NA ","aru01",2021,5,17,8,40,0,"2021-05-17","08:40:00","2021-05-17 08:40:00","cbma"
"20210517_085000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.65058415025264,"NA ","aru01",2021,5,17,8,50,0,"2021-05-17","08:50:00","2021-05-17 08:50:00","cbma"
"20210517_090000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.70703897184541,"NA ","aru01",2021,5,17,9,0,0,"2021-05-17","09:00:00","2021-05-17 09:00:00","cbma"
"20210517_091000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.74910720283678,"NA ","aru01",2021,5,17,9,10,0,"2021-05-17","09:10:00","2021-05-17 09:10:00","cbma"
"20210517_092000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.68532570086079,"NA ","aru01",2021,5,17,9,20,0,"2021-05-17","09:20:00","2021-05-17 09:20:00","cbma"
"20210517_093000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.64684891788474,"NA ","aru01",2021,5,17,9,30,0,"2021-05-17","09:30:00","2021-05-17 09:30:00","cbma"
"20210517_094000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.53481906970733,"NA ","aru01",2021,5,17,9,40,0,"2021-05-17","09:40:00","2021-05-17 09:40:00","cbma"
"20210517_095000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.64099495020471,"NA ","aru01",2021,5,17,9,50,0,"2021-05-17","09:50:00","2021-05-17 09:50:00","cbma"
"20210517_100000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.50182116028425,"NA ","aru01",2021,5,17,10,0,0,"2021-05-17","10:00:00","2021-05-17 10:00:00","cbma"
"20210517_101000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.4973704100396,"NA ","aru01",2021,5,17,10,10,0,"2021-05-17","10:10:00","2021-05-17 10:10:00","cbma"
"20210517_102000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.3775438473713,"NA ","aru01",2021,5,17,10,20,0,"2021-05-17","10:20:00","2021-05-17 10:20:00","cbma"
"20210517_103000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.2686181116228,"NA ","aru01",2021,5,17,10,30,0,"2021-05-17","10:30:00","2021-05-17 10:30:00","cbma"
"20210517_104000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.3347940328278,"NA ","aru01",2021,5,17,10,40,0,"2021-05-17","10:40:00","2021-05-17 10:40:00","cbma"
"20210517_105000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.59177898859198,"NA ","aru01",2021,5,17,10,50,0,"2021-05-17","10:50:00","2021-05-17 10:50:00","cbma"
"20210517_110000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.94312581430872,"NA ","aru01",2021,5,17,11,0,0,"2021-05-17","11:00:00","2021-05-17 11:00:00","cbma"
