"filename","samplingrate","bit","duration","channels","index","fft_w","min_freq","max_freq","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","date_time"
"20210516_050000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.21127052179005,"NA ","aru02","2021","05","16","05","00","00","2021-05-16","05:00:00",2021-05-16 05:00:00
"20210516_051000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,1.20572694726751,"NA ","aru02","2021","05","16","05","10","00","2021-05-16","05:10:00",2021-05-16 05:10:00
"20210516_052000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,1.45732555127647,"NA ","aru02","2021","05","16","05","20","00","2021-05-16","05:20:00",2021-05-16 05:20:00
"20210516_053000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,2.43954176069884,"NA ","aru02","2021","05","16","05","30","00","2021-05-16","05:30:00",2021-05-16 05:30:00
"20210516_054000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.33826960081102,"NA ","aru02","2021","05","16","05","40","00","2021-05-16","05:40:00",2021-05-16 05:40:00
"20210516_055000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.97961462552193,"NA ","aru02","2021","05","16","05","50","00","2021-05-16","05:50:00",2021-05-16 05:50:00
"20210516_060000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.79482592629484,"NA ","aru02","2021","05","16","06","00","00","2021-05-16","06:00:00",2021-05-16 06:00:00
"20210516_061000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.9284011138655,"NA ","aru02","2021","05","16","06","10","00","2021-05-16","06:10:00",2021-05-16 06:10:00
"20210516_062000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.19190129875174,"NA ","aru02","2021","05","16","06","20","00","2021-05-16","06:20:00",2021-05-16 06:20:00
"20210516_063000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.59049515937897,"NA ","aru02","2021","05","16","06","30","00","2021-05-16","06:30:00",2021-05-16 06:30:00
"20210516_064000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.64698030113022,"NA ","aru02","2021","05","16","06","40","00","2021-05-16","06:40:00",2021-05-16 06:40:00
"20210516_065000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.97356174512136,"NA ","aru02","2021","05","16","06","50","00","2021-05-16","06:50:00",2021-05-16 06:50:00
"20210516_070000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.13780340372673,"NA ","aru02","2021","05","16","07","00","00","2021-05-16","07:00:00",2021-05-16 07:00:00
"20210516_071000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.74661733602725,"NA ","aru02","2021","05","16","07","10","00","2021-05-16","07:10:00",2021-05-16 07:10:00
"20210516_072000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.33325574336942,"NA ","aru02","2021","05","16","07","20","00","2021-05-16","07:20:00",2021-05-16 07:20:00
"20210516_073000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.45499625380385,"NA ","aru02","2021","05","16","07","30","00","2021-05-16","07:30:00",2021-05-16 07:30:00
"20210516_074000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.0266541150299,"NA ","aru02","2021","05","16","07","40","00","2021-05-16","07:40:00",2021-05-16 07:40:00
"20210516_075000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.42122128282947,"NA ","aru02","2021","05","16","07","50","00","2021-05-16","07:50:00",2021-05-16 07:50:00
"20210516_080000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,10.2072315039635,"NA ","aru02","2021","05","16","08","00","00","2021-05-16","08:00:00",2021-05-16 08:00:00
"20210516_081000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.89016558030722,"NA ","aru02","2021","05","16","08","10","00","2021-05-16","08:10:00",2021-05-16 08:10:00
"20210516_082000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.4649566074419,"NA ","aru02","2021","05","16","08","20","00","2021-05-16","08:20:00",2021-05-16 08:20:00
"20210516_083000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.96186885179119,"NA ","aru02","2021","05","16","08","30","00","2021-05-16","08:30:00",2021-05-16 08:30:00
"20210516_084000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.25961272515129,"NA ","aru02","2021","05","16","08","40","00","2021-05-16","08:40:00",2021-05-16 08:40:00
"20210516_085000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.409849626287,"NA ","aru02","2021","05","16","08","50","00","2021-05-16","08:50:00",2021-05-16 08:50:00
"20210516_090000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.63791280117356,"NA ","aru02","2021","05","16","09","00","00","2021-05-16","09:00:00",2021-05-16 09:00:00
"20210516_091000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.05955902761245,"NA ","aru02","2021","05","16","09","10","00","2021-05-16","09:10:00",2021-05-16 09:10:00
"20210516_092000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.88035460885303,"NA ","aru02","2021","05","16","09","20","00","2021-05-16","09:20:00",2021-05-16 09:20:00
"20210516_093000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.69187650197379,"NA ","aru02","2021","05","16","09","30","00","2021-05-16","09:30:00",2021-05-16 09:30:00
"20210516_094000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.53060958504997,"NA ","aru02","2021","05","16","09","40","00","2021-05-16","09:40:00",2021-05-16 09:40:00
"20210516_095000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.16645309415854,"NA ","aru02","2021","05","16","09","50","00","2021-05-16","09:50:00",2021-05-16 09:50:00
"20210516_100000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.41938923117126,"NA ","aru02","2021","05","16","10","00","00","2021-05-16","10:00:00",2021-05-16 10:00:00
"20210516_101000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,8.23885511756512,"NA ","aru02","2021","05","16","10","10","00","2021-05-16","10:10:00",2021-05-16 10:10:00
"20210516_102000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,8.92708555444084,"NA ","aru02","2021","05","16","10","20","00","2021-05-16","10:20:00",2021-05-16 10:20:00
"20210516_103000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.65414730750966,"NA ","aru02","2021","05","16","10","30","00","2021-05-16","10:30:00",2021-05-16 10:30:00
"20210516_104000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.84053257388622,"NA ","aru02","2021","05","16","10","40","00","2021-05-16","10:40:00",2021-05-16 10:40:00
"20210516_105000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.33785213350659,"NA ","aru02","2021","05","16","10","50","00","2021-05-16","10:50:00",2021-05-16 10:50:00
"20210516_110000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.69507330823897,"NA ","aru02","2021","05","16","11","00","00","2021-05-16","11:00:00",2021-05-16 11:00:00
"20210516_111000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.13147595869163,"NA ","aru02","2021","05","16","11","10","00","2021-05-16","11:10:00",2021-05-16 11:10:00
"20210516_112000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.33863556391992,"NA ","aru02","2021","05","16","11","20","00","2021-05-16","11:20:00",2021-05-16 11:20:00
"20210516_113000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.56025531799551,"NA ","aru02","2021","05","16","11","30","00","2021-05-16","11:30:00",2021-05-16 11:30:00
"20210516_114000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.22981886897004,"NA ","aru02","2021","05","16","11","40","00","2021-05-16","11:40:00",2021-05-16 11:40:00
"20210516_115000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.40212032326768,"NA ","aru02","2021","05","16","11","50","00","2021-05-16","11:50:00",2021-05-16 11:50:00
"20210516_120000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.73717654630435,"NA ","aru02","2021","05","16","12","00","00","2021-05-16","12:00:00",2021-05-16 12:00:00
"20210516_121000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.82086471060687,"NA ","aru02","2021","05","16","12","10","00","2021-05-16","12:10:00",2021-05-16 12:10:00
"20210516_122000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.54234757428484,"NA ","aru02","2021","05","16","12","20","00","2021-05-16","12:20:00",2021-05-16 12:20:00
"20210516_123000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.4073712603681,"NA ","aru02","2021","05","16","12","30","00","2021-05-16","12:30:00",2021-05-16 12:30:00
"20210516_124000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.18798103080007,"NA ","aru02","2021","05","16","12","40","00","2021-05-16","12:40:00",2021-05-16 12:40:00
"20210516_125000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.11930103449599,"NA ","aru02","2021","05","16","12","50","00","2021-05-16","12:50:00",2021-05-16 12:50:00
"20210517_050000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.22458106236067,"NA ","aru02","2021","05","17","05","00","00","2021-05-17","05:00:00",2021-05-17 05:00:00
"20210517_051000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,1.91779726191931,"NA ","aru02","2021","05","17","05","10","00","2021-05-17","05:10:00",2021-05-17 05:10:00
"20210517_052000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.63336845683658,"NA ","aru02","2021","05","17","05","20","00","2021-05-17","05:20:00",2021-05-17 05:20:00
"20210517_053000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,3.52372776344911,"NA ","aru02","2021","05","17","05","30","00","2021-05-17","05:30:00",2021-05-17 05:30:00
"20210517_054000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.90324550432242,"NA ","aru02","2021","05","17","05","40","00","2021-05-17","05:40:00",2021-05-17 05:40:00
"20210517_055000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.48625268486128,"NA ","aru02","2021","05","17","05","50","00","2021-05-17","05:50:00",2021-05-17 05:50:00
"20210517_060000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,10.1276530106513,"NA ","aru02","2021","05","17","06","00","00","2021-05-17","06:00:00",2021-05-17 06:00:00
"20210517_061000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.70070864839571,"NA ","aru02","2021","05","17","06","10","00","2021-05-17","06:10:00",2021-05-17 06:10:00
"20210517_062000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.35219789905824,"NA ","aru02","2021","05","17","06","20","00","2021-05-17","06:20:00",2021-05-17 06:20:00
"20210517_063000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.98328341546925,"NA ","aru02","2021","05","17","06","30","00","2021-05-17","06:30:00",2021-05-17 06:30:00
"20210517_064000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.95218987218188,"NA ","aru02","2021","05","17","06","40","00","2021-05-17","06:40:00",2021-05-17 06:40:00
"20210517_065000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.71345219629461,"NA ","aru02","2021","05","17","06","50","00","2021-05-17","06:50:00",2021-05-17 06:50:00
"20210517_070000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.10806081609255,"NA ","aru02","2021","05","17","07","00","00","2021-05-17","07:00:00",2021-05-17 07:00:00
"20210517_071000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,4.2653478161399,"NA ","aru02","2021","05","17","07","10","00","2021-05-17","07:10:00",2021-05-17 07:10:00
"20210517_072000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.57416410389815,"NA ","aru02","2021","05","17","07","20","00","2021-05-17","07:20:00",2021-05-17 07:20:00
"20210517_073000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.46546652372046,"NA ","aru02","2021","05","17","07","30","00","2021-05-17","07:30:00",2021-05-17 07:30:00
"20210517_074000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,5.49249584346434,"NA ","aru02","2021","05","17","07","40","00","2021-05-17","07:40:00",2021-05-17 07:40:00
"20210517_075000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.71449093386944,"NA ","aru02","2021","05","17","07","50","00","2021-05-17","07:50:00",2021-05-17 07:50:00
"20210517_080000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.30962370956858,"NA ","aru02","2021","05","17","08","00","00","2021-05-17","08:00:00",2021-05-17 08:00:00
"20210517_081000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,6.86750013137969,"NA ","aru02","2021","05","17","08","10","00","2021-05-17","08:10:00",2021-05-17 08:10:00
"20210517_082000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,9.40998624363833,"NA ","aru02","2021","05","17","08","20","00","2021-05-17","08:20:00",2021-05-17 08:20:00
"20210517_083000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,8.77760775426185,"NA ","aru02","2021","05","17","08","30","00","2021-05-17","08:30:00",2021-05-17 08:30:00
"20210517_084000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,8.16960700200814,"NA ","aru02","2021","05","17","08","40","00","2021-05-17","08:40:00",2021-05-17 08:40:00
"20210517_085000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,7.13184154702206,"NA ","aru02","2021","05","17","08","50","00","2021-05-17","08:50:00",2021-05-17 08:50:00
"20210517_090000.WAV",48000,16,120,1,"bioacoustic_index",512,1000,8000,8.68392656781341,"NA ","aru02","2021","05","17","09","00","00","2021-05-17","09:00:00",2021-05-17 09:00:00
