FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,MAX_FREQ,DB_THRESHOLD,FREQ_STEPS,LEFT_CHANNEL,RIGHT_CHANNEL
20210516_050000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.035308,NA 
20210516_051000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.019999,NA 
20210516_052000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.048649,NA 
20210516_053000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.070296,NA 
20210516_054000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.040526,NA 
20210516_055000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.010509,NA 
20210516_060000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.052625,NA 
20210516_061000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.053746,NA 
20210516_062000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.102549,NA 
20210516_063000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.298002,NA 
20210516_064000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.064539,NA 
20210516_065000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.096454,NA 
20210516_070000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.149117,NA 
20210516_071000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.163755,NA 
20210516_072000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.105425,NA 
20210516_073000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.019049,NA 
20210516_074000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.074436,NA 
20210516_075000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.390792,NA 
20210516_080000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.490813,NA 
20210516_081000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.488967,NA 
20210516_082000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.350105,NA 
20210516_083000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.103743,NA 
20210516_084000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.01403,NA 
20210516_085000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.058612,NA 
20210516_090000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.030247,NA 
20210516_091000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.051154,NA 
20210516_092000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.059169,NA 
20210516_093000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.221331,NA 
20210516_094000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.34073,NA 
20210516_095000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.189641,NA 
20210516_100000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.411618,NA 
20210516_101000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.021577,NA 
20210516_102000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.309342,NA 
20210516_103000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.115196,NA 
20210516_104000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.576972,NA 
20210516_105000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.422957,NA 
20210516_110000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.710272,NA 
20210516_111000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.645304,NA 
20210516_112000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.740359,NA 
20210516_113000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.563677,NA 
20210516_114000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.729651,NA 
20210516_115000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.656259,NA 
20210516_120000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.663559,NA 
20210516_121000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.722687,NA 
20210516_122000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.667061,NA 
20210516_123000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.845327,NA 
20210516_124000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.697376,NA 
20210516_125000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.644518,NA 
20210517_050000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.002623,NA 
20210517_051000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.061336,NA 
20210517_052000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.574719,NA 
20210517_053000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.058353,NA 
20210517_054000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.014384,NA 
20210517_055000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.004496,NA 
20210517_060000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.011492,NA 
20210517_061000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.013308,NA 
20210517_062000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.188456,NA 
20210517_063000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.135459,NA 
20210517_064000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.042583,NA 
20210517_065000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.017042,NA 
20210517_070000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.20077,NA 
20210517_071000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.025127,NA 
20210517_072000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.525694,NA 
20210517_073000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.125933,NA 
20210517_074000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.050349,NA 
20210517_075000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.507118,NA 
20210517_080000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.640855,NA 
20210517_081000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.413224,NA 
20210517_082000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.042611,NA 
20210517_083000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.073557,NA 
20210517_084000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.246556,NA 
20210517_085000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.044709,NA 
20210517_090000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.051412,NA 
20210517_091000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.033119,NA 
20210517_092000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.662453,NA 
20210517_093000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.549789,NA 
20210517_094000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.166326,NA 
20210517_095000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.654071,NA 
20210517_100000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.127675,NA 
20210517_101000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.205257,NA 
20210517_102000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.489147,NA 
20210517_103000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.196245,NA 
20210517_104000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.136067,NA 
20210517_105000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.435624,NA 
20210517_110000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.549309,NA 
20210517_111000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.728601,NA 
20210517_112000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.064548,NA 
20210517_113000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.069294,NA 
20210517_114000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.746567,NA 
20210517_115000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.643948,NA 
20210517_120000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.639225,NA 
20210517_121000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.476481,NA 
20210517_122000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.468254,NA 
20210517_123000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.461245,NA 
20210517_124000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.586975,NA 
20210517_125000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.507492,NA 
20210518_050000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.026117,NA 
20210518_051000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.00933,NA 
20210518_052000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.006951,NA 
20210518_053000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.003635,NA 
20210518_054000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.025738,NA 
20210518_055000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.169826,NA 
20210518_060000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.025135,NA 
20210518_061000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.077427,NA 
20210518_062000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.072528,NA 
20210518_063000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.42844,NA 
20210518_064000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.048493,NA 
20210518_065000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.403032,NA 
20210518_070000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.333895,NA 
20210518_071000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.039418,NA 
20210518_072000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.431797,NA 
20210518_073000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.074508,NA 
20210518_074000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.109783,NA 
20210518_075000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.362077,NA 
20210518_080000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.163659,NA 
20210518_081000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.012386,NA 
20210518_082000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.103017,NA 
20210518_083000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.221463,NA 
20210518_084000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.232301,NA 
20210518_085000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.111928,NA 
20210518_090000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.074533,NA 
20210518_091000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.105728,NA 
20210518_092000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.558079,NA 
20210518_093000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.156849,NA 
20210518_094000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.385495,NA 
20210518_095000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.645327,NA 
20210518_100000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.293255,NA 
20210518_101000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.263508,NA 
20210518_102000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.067853,NA 
20210518_103000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.298463,NA 
20210518_104000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.497305,NA 
20210518_105000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.185667,NA 
20210518_110000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.465923,NA 
20210518_111000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.355045,NA 
20210518_112000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.394315,NA 
20210518_113000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.371524,NA 
20210518_114000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.343227,NA 
20210518_115000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.292573,NA 
20210518_120000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.172299,NA 
20210518_121000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.507873,NA 
20210518_122000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.147934,NA 
20210518_123000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.102432,NA 
20210518_124000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.427312,NA 
20210518_125000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.296637,NA 
20210519_050000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.013886,NA 
20210519_051000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.012232,NA 
20210519_052000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.012693,NA 
20210519_053000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.013563,NA 
20210519_054000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.012265,NA 
20210519_055000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.008947,NA 
20210519_060000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.007989,NA 
20210519_061000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.012997,NA 
20210519_062000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.045245,NA 
20210519_063000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.13937,NA 
20210519_064000.WAV,48000,16,120,1,acoustic_evenness,8000,-,1000,0.221715,NA 
