"filename","samplingrate","bit","duration","channels","index","max_freq","db_threshold","freq_steps","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","date_time"
"20210516_050000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.020295,"NA ","aru05","2021","05","16","05","00","00","2021-05-16","05:00:00",2021-05-16 05:00:00
"20210516_051000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.005235,"NA ","aru05","2021","05","16","05","10","00","2021-05-16","05:10:00",2021-05-16 05:10:00
"20210516_052000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.006575,"NA ","aru05","2021","05","16","05","20","00","2021-05-16","05:20:00",2021-05-16 05:20:00
"20210516_053000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.006399,"NA ","aru05","2021","05","16","05","30","00","2021-05-16","05:30:00",2021-05-16 05:30:00
"20210516_054000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.570083,"NA ","aru05","2021","05","16","05","40","00","2021-05-16","05:40:00",2021-05-16 05:40:00
"20210516_055000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.125453,"NA ","aru05","2021","05","16","05","50","00","2021-05-16","05:50:00",2021-05-16 05:50:00
"20210516_060000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.078034,"NA ","aru05","2021","05","16","06","00","00","2021-05-16","06:00:00",2021-05-16 06:00:00
"20210516_061000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.4179,"NA ","aru05","2021","05","16","06","10","00","2021-05-16","06:10:00",2021-05-16 06:10:00
"20210516_062000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.292482,"NA ","aru05","2021","05","16","06","20","00","2021-05-16","06:20:00",2021-05-16 06:20:00
"20210516_063000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.138227,"NA ","aru05","2021","05","16","06","30","00","2021-05-16","06:30:00",2021-05-16 06:30:00
"20210516_064000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.089377,"NA ","aru05","2021","05","16","06","40","00","2021-05-16","06:40:00",2021-05-16 06:40:00
"20210516_065000.WAV",48000,16,120,1,"acoustic_evenness",8000,"-",1000,0.088599,"NA ","aru05","2021","05","16","06","50","00","2021-05-16","06:50:00",2021-05-16 06:50:00
