"filename","samplingrate","bit","duration","channels","index","fft_w","min_freq","max_freq","j","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","date_time","site"
"20210516_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.95279256489,"NA ","aru01",2021,5,16,5,0,0,"2021-05-16","05:00:00","2021-05-16 05:00:00","cbma"
"20210516_051000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.3369829065,"NA ","aru01",2021,5,16,5,10,0,"2021-05-16","05:10:00","2021-05-16 05:10:00","cbma"
"20210516_052000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.88586074541,"NA ","aru01",2021,5,16,5,20,0,"2021-05-16","05:20:00","2021-05-16 05:20:00","cbma"
"20210516_053000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1208.89187883408,"NA ","aru01",2021,5,16,5,30,0,"2021-05-16","05:30:00","2021-05-16 05:30:00","cbma"
"20210516_054000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1215.78877183606,"NA ","aru01",2021,5,16,5,40,0,"2021-05-16","05:40:00","2021-05-16 05:40:00","cbma"
"20210516_055000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.04737988134,"NA ","aru01",2021,5,16,5,50,0,"2021-05-16","05:50:00","2021-05-16 05:50:00","cbma"
"20210516_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.43654953311,"NA ","aru01",2021,5,16,6,0,0,"2021-05-16","06:00:00","2021-05-16 06:00:00","cbma"
"20210516_061000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.14067594558,"NA ","aru01",2021,5,16,6,10,0,"2021-05-16","06:10:00","2021-05-16 06:10:00","cbma"
"20210516_062000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.69847666529,"NA ","aru01",2021,5,16,6,20,0,"2021-05-16","06:20:00","2021-05-16 06:20:00","cbma"
"20210516_063000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.32734907199,"NA ","aru01",2021,5,16,6,30,0,"2021-05-16","06:30:00","2021-05-16 06:30:00","cbma"
"20210516_064000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.8490398772,"NA ","aru01",2021,5,16,6,40,0,"2021-05-16","06:40:00","2021-05-16 06:40:00","cbma"
"20210516_065000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.8734572914,"NA ","aru01",2021,5,16,6,50,0,"2021-05-16","06:50:00","2021-05-16 06:50:00","cbma"
"20210516_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.68035738198,"NA ","aru01",2021,5,16,7,0,0,"2021-05-16","07:00:00","2021-05-16 07:00:00","cbma"
"20210516_071000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.24363732363,"NA ","aru01",2021,5,16,7,10,0,"2021-05-16","07:10:00","2021-05-16 07:10:00","cbma"
"20210516_072000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.40179789513,"NA ","aru01",2021,5,16,7,20,0,"2021-05-16","07:20:00","2021-05-16 07:20:00","cbma"
"20210516_073000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.93466679088,"NA ","aru01",2021,5,16,7,30,0,"2021-05-16","07:30:00","2021-05-16 07:30:00","cbma"
"20210516_074000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.74179678489,"NA ","aru01",2021,5,16,7,40,0,"2021-05-16","07:40:00","2021-05-16 07:40:00","cbma"
"20210516_075000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.36257821123,"NA ","aru01",2021,5,16,7,50,0,"2021-05-16","07:50:00","2021-05-16 07:50:00","cbma"
"20210516_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.15554836652,"NA ","aru01",2021,5,16,8,0,0,"2021-05-16","08:00:00","2021-05-16 08:00:00","cbma"
"20210516_081000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.90418445324,"NA ","aru01",2021,5,16,8,10,0,"2021-05-16","08:10:00","2021-05-16 08:10:00","cbma"
"20210516_082000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.39533255947,"NA ","aru01",2021,5,16,8,20,0,"2021-05-16","08:20:00","2021-05-16 08:20:00","cbma"
"20210516_083000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.89067602814,"NA ","aru01",2021,5,16,8,30,0,"2021-05-16","08:30:00","2021-05-16 08:30:00","cbma"
"20210516_084000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.96748381122,"NA ","aru01",2021,5,16,8,40,0,"2021-05-16","08:40:00","2021-05-16 08:40:00","cbma"
"20210516_085000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.69388997297,"NA ","aru01",2021,5,16,8,50,0,"2021-05-16","08:50:00","2021-05-16 08:50:00","cbma"
"20210516_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.40666516736,"NA ","aru01",2021,5,16,9,0,0,"2021-05-16","09:00:00","2021-05-16 09:00:00","cbma"
"20210516_091000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.21067183368,"NA ","aru01",2021,5,16,9,10,0,"2021-05-16","09:10:00","2021-05-16 09:10:00","cbma"
"20210516_092000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.9541606808,"NA ","aru01",2021,5,16,9,20,0,"2021-05-16","09:20:00","2021-05-16 09:20:00","cbma"
"20210516_093000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.25497363919,"NA ","aru01",2021,5,16,9,30,0,"2021-05-16","09:30:00","2021-05-16 09:30:00","cbma"
"20210516_094000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.90796529118,"NA ","aru01",2021,5,16,9,40,0,"2021-05-16","09:40:00","2021-05-16 09:40:00","cbma"
"20210516_095000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.10502711629,"NA ","aru01",2021,5,16,9,50,0,"2021-05-16","09:50:00","2021-05-16 09:50:00","cbma"
"20210516_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.46457459095,"NA ","aru01",2021,5,16,10,0,0,"2021-05-16","10:00:00","2021-05-16 10:00:00","cbma"
"20210516_101000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.99567777225,"NA ","aru01",2021,5,16,10,10,0,"2021-05-16","10:10:00","2021-05-16 10:10:00","cbma"
"20210516_102000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.96442804749,"NA ","aru01",2021,5,16,10,20,0,"2021-05-16","10:20:00","2021-05-16 10:20:00","cbma"
"20210516_103000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.77976937739,"NA ","aru01",2021,5,16,10,30,0,"2021-05-16","10:30:00","2021-05-16 10:30:00","cbma"
"20210516_104000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.50868766076,"NA ","aru01",2021,5,16,10,40,0,"2021-05-16","10:40:00","2021-05-16 10:40:00","cbma"
"20210516_105000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.35147950542,"NA ","aru01",2021,5,16,10,50,0,"2021-05-16","10:50:00","2021-05-16 10:50:00","cbma"
"20210516_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.46439469621,"NA ","aru01",2021,5,16,11,0,0,"2021-05-16","11:00:00","2021-05-16 11:00:00","cbma"
"20210516_111000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.28190959081,"NA ","aru01",2021,5,16,11,10,0,"2021-05-16","11:10:00","2021-05-16 11:10:00","cbma"
"20210516_112000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.06763469667,"NA ","aru01",2021,5,16,11,20,0,"2021-05-16","11:20:00","2021-05-16 11:20:00","cbma"
"20210516_113000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.92729777032,"NA ","aru01",2021,5,16,11,30,0,"2021-05-16","11:30:00","2021-05-16 11:30:00","cbma"
"20210516_114000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.01490014085,"NA ","aru01",2021,5,16,11,40,0,"2021-05-16","11:40:00","2021-05-16 11:40:00","cbma"
"20210516_115000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.06363987391,"NA ","aru01",2021,5,16,11,50,0,"2021-05-16","11:50:00","2021-05-16 11:50:00","cbma"
"20210516_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.19972037672,"NA ","aru01",2021,5,16,12,0,0,"2021-05-16","12:00:00","2021-05-16 12:00:00","cbma"
"20210516_121000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.78211739224,"NA ","aru01",2021,5,16,12,10,0,"2021-05-16","12:10:00","2021-05-16 12:10:00","cbma"
"20210516_122000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.61997867051,"NA ","aru01",2021,5,16,12,20,0,"2021-05-16","12:20:00","2021-05-16 12:20:00","cbma"
"20210516_123000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.37805686897,"NA ","aru01",2021,5,16,12,30,0,"2021-05-16","12:30:00","2021-05-16 12:30:00","cbma"
"20210516_124000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.11808962923,"NA ","aru01",2021,5,16,12,40,0,"2021-05-16","12:40:00","2021-05-16 12:40:00","cbma"
"20210516_125000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.8370860351,"NA ","aru01",2021,5,16,12,50,0,"2021-05-16","12:50:00","2021-05-16 12:50:00","cbma"
"20210517_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.75052547011,"NA ","aru01",2021,5,17,5,0,0,"2021-05-17","05:00:00","2021-05-17 05:00:00","cbma"
"20210517_051000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.18276268042,"NA ","aru01",2021,5,17,5,10,0,"2021-05-17","05:10:00","2021-05-17 05:10:00","cbma"
"20210517_052000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.05031708857,"NA ","aru01",2021,5,17,5,20,0,"2021-05-17","05:20:00","2021-05-17 05:20:00","cbma"
"20210517_053000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.32547948083,"NA ","aru01",2021,5,17,5,30,0,"2021-05-17","05:30:00","2021-05-17 05:30:00","cbma"
"20210517_054000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.07072279109,"NA ","aru01",2021,5,17,5,40,0,"2021-05-17","05:40:00","2021-05-17 05:40:00","cbma"
"20210517_055000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.28145059421,"NA ","aru01",2021,5,17,5,50,0,"2021-05-17","05:50:00","2021-05-17 05:50:00","cbma"
"20210517_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.59722765004,"NA ","aru01",2021,5,17,6,0,0,"2021-05-17","06:00:00","2021-05-17 06:00:00","cbma"
"20210517_061000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.97045076239,"NA ","aru01",2021,5,17,6,10,0,"2021-05-17","06:10:00","2021-05-17 06:10:00","cbma"
"20210517_062000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1215.28103471649,"NA ","aru01",2021,5,17,6,20,0,"2021-05-17","06:20:00","2021-05-17 06:20:00","cbma"
"20210517_063000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.1612940629,"NA ","aru01",2021,5,17,6,30,0,"2021-05-17","06:30:00","2021-05-17 06:30:00","cbma"
"20210517_064000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.31456174392,"NA ","aru01",2021,5,17,6,40,0,"2021-05-17","06:40:00","2021-05-17 06:40:00","cbma"
"20210517_065000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.21937831735,"NA ","aru01",2021,5,17,6,50,0,"2021-05-17","06:50:00","2021-05-17 06:50:00","cbma"
"20210517_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.88594141795,"NA ","aru01",2021,5,17,7,0,0,"2021-05-17","07:00:00","2021-05-17 07:00:00","cbma"
"20210517_071000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.58898120504,"NA ","aru01",2021,5,17,7,10,0,"2021-05-17","07:10:00","2021-05-17 07:10:00","cbma"
"20210517_072000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.34534298696,"NA ","aru01",2021,5,17,7,20,0,"2021-05-17","07:20:00","2021-05-17 07:20:00","cbma"
"20210517_073000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.4034273467,"NA ","aru01",2021,5,17,7,30,0,"2021-05-17","07:30:00","2021-05-17 07:30:00","cbma"
"20210517_074000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.03015044742,"NA ","aru01",2021,5,17,7,40,0,"2021-05-17","07:40:00","2021-05-17 07:40:00","cbma"
"20210517_075000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1212.91228116037,"NA ","aru01",2021,5,17,7,50,0,"2021-05-17","07:50:00","2021-05-17 07:50:00","cbma"
"20210517_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.45438835274,"NA ","aru01",2021,5,17,8,0,0,"2021-05-17","08:00:00","2021-05-17 08:00:00","cbma"
"20210517_081000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.41456790869,"NA ","aru01",2021,5,17,8,10,0,"2021-05-17","08:10:00","2021-05-17 08:10:00","cbma"
"20210517_082000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.83799624498,"NA ","aru01",2021,5,17,8,20,0,"2021-05-17","08:20:00","2021-05-17 08:20:00","cbma"
"20210517_083000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.82908029608,"NA ","aru01",2021,5,17,8,30,0,"2021-05-17","08:30:00","2021-05-17 08:30:00","cbma"
"20210517_084000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.84552032541,"NA ","aru01",2021,5,17,8,40,0,"2021-05-17","08:40:00","2021-05-17 08:40:00","cbma"
"20210517_085000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.76658600928,"NA ","aru01",2021,5,17,8,50,0,"2021-05-17","08:50:00","2021-05-17 08:50:00","cbma"
"20210517_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.67639130949,"NA ","aru01",2021,5,17,9,0,0,"2021-05-17","09:00:00","2021-05-17 09:00:00","cbma"
"20210517_091000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.54076958579,"NA ","aru01",2021,5,17,9,10,0,"2021-05-17","09:10:00","2021-05-17 09:10:00","cbma"
"20210517_092000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.60608290533,"NA ","aru01",2021,5,17,9,20,0,"2021-05-17","09:20:00","2021-05-17 09:20:00","cbma"
"20210517_093000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1214.67731557484,"NA ","aru01",2021,5,17,9,30,0,"2021-05-17","09:30:00","2021-05-17 09:30:00","cbma"
"20210517_094000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1211.35522063123,"NA ","aru01",2021,5,17,9,40,0,"2021-05-17","09:40:00","2021-05-17 09:40:00","cbma"
"20210517_095000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1210.20708444104,"NA ","aru01",2021,5,17,9,50,0,"2021-05-17","09:50:00","2021-05-17 09:50:00","cbma"
"20210517_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1213.17150571233,"NA ","aru01",2021,5,17,10,0,0,"2021-05-17","10:00:00","2021-05-17 10:00:00","cbma"
