"FILENAME","SAMPLINGRATE","BIT","DURATION","CHANNELS","INDEX","MAX_FREQ","DB_THRESHOLD","FREQ_STEPS","LEFT_CHANNEL","RIGHT_CHANNEL","aru","site","FFT_W","MIN_FREQ","J"
"20210518_095000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_100000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_101000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_102000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_103000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_104000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_105000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_110000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_111000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_112000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_113000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_114000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_115000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
"20210518_120000.WAV",48000,16,120,1,"acoustic_diversity",12000,-70,1000,2.484907,"NA ","aru01","cbma",NA,NA,NA
