Station_ID, Name, Latitude, Longitude, Elevation (m), Date_Time (UTC),Peak_Wind Direction (Degrees), Peak_Wind Speed (), Precipitation accumulated (mm), Relative Humidity (%), Solar Radiation (W/m2), Temperature (c), Water Temperature (c), Wind Direction 10m (deg), Wind Gust 10m (m/s), Wind Speed 10m (m/s), 
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T12:05:00Z,null,null,31.75,70,1,0.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T13:05:00Z,null,null,31.75,61,82,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T14:05:00Z,null,null,31.75,52,293,7.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T15:05:00Z,null,null,31.75,40,512,12.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T16:05:00Z,null,null,31.75,33,712,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T17:05:00Z,null,null,31.75,27,872,18.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T18:05:00Z,null,null,31.75,26,974,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T19:05:00Z,null,null,31.75,22,1014,20,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T20:05:00Z,null,null,31.75,20,997,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T21:05:00Z,null,null,31.75,17,917,22.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T22:05:00Z,null,null,31.75,17,778,22.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-04-30T23:05:00Z,null,null,31.75,15,597,22.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T00:05:00Z,null,null,31.75,16,385,21.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T01:05:00Z,null,null,31.75,19,173,19.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T02:05:00Z,null,null,31.75,24,17,16.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T03:05:00Z,null,null,31.75,31,0,12.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T04:05:00Z,null,null,31.75,33,0,10.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T05:05:00Z,null,null,31.75,42,0,8.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T06:05:00Z,null,null,31.75,47,0,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T07:05:00Z,null,null,31.75,47,0,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T08:05:00Z,null,null,31.75,56,0,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T09:05:00Z,null,null,31.75,51,0,7.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T10:05:00Z,null,null,31.75,64,0,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T11:05:00Z,null,null,31.75,65,0,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T12:05:00Z,null,null,31.75,62,1,5.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T13:05:00Z,null,null,31.75,66,83,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T14:05:00Z,null,null,31.75,42,294,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T15:05:00Z,null,null,31.75,35,514,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T16:05:00Z,null,null,31.75,31,714,17.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T17:05:00Z,null,null,31.75,26,872,19.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T18:05:00Z,null,null,31.75,22,976,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T19:05:00Z,null,null,31.75,17,1017,23.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T20:05:00Z,null,null,31.75,15,994,25.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T21:05:00Z,null,null,31.75,13,926,26.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T22:05:00Z,null,null,31.75,12,778,27.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-01T23:05:00Z,null,null,31.75,12,595,27.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T00:05:00Z,null,null,31.75,14,341,25.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T01:05:00Z,null,null,31.75,16,180,23.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T02:05:00Z,null,null,31.75,25,20,21.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T03:05:00Z,null,null,31.75,31,0,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T04:05:00Z,null,null,31.75,35,0,17.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T05:05:00Z,null,null,31.75,39,0,16.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T06:05:00Z,null,null,31.75,41,0,16.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T07:05:00Z,null,null,31.75,45,0,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T08:05:00Z,null,null,31.75,45,0,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T09:05:00Z,null,null,31.75,52,0,12.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T10:05:00Z,null,null,31.75,57,0,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T11:05:00Z,null,null,31.75,64,0,8.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T12:05:00Z,null,null,31.75,73,0,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T13:05:00Z,null,null,31.75,70,43,8.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T14:05:00Z,null,null,31.75,37,289,17.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T15:05:00Z,null,null,31.75,20,521,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T16:05:00Z,null,null,31.75,16,720,23.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T17:05:00Z,null,null,31.75,14,878,25,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T18:05:00Z,null,null,31.75,12,914,26.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T19:05:00Z,null,null,31.75,8,951,27.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T20:05:00Z,null,null,31.75,6,986,28.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T21:05:00Z,null,null,31.75,7,936,28.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T22:05:00Z,null,null,31.75,5,800,28.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-02T23:05:00Z,null,null,31.75,5,613,27.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T00:05:00Z,null,null,31.75,6,391,27.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T01:05:00Z,null,null,31.75,6,179,25,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T02:05:00Z,null,null,31.75,26,21,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T03:05:00Z,null,null,31.75,37,0,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T04:05:00Z,null,null,31.75,44,0,13.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T05:05:00Z,null,null,31.75,58,0,8.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T06:05:00Z,null,null,31.75,56,0,10.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T07:05:00Z,null,null,31.75,61,0,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T08:05:00Z,null,null,31.75,66,0,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T09:05:00Z,null,null,31.75,71,0,9.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T10:05:00Z,null,null,31.75,78,0,8.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T11:05:00Z,null,null,31.75,83,0,7.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T12:05:00Z,null,null,31.75,85,1,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T13:05:00Z,null,null,31.75,82,48,7.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T14:05:00Z,null,null,31.75,68,238,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T15:05:00Z,null,null,31.75,59,365,12.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T16:05:00Z,null,null,31.75,58,239,12.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T17:05:00Z,null,null,31.75,53,462,13.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T18:05:00Z,null,null,31.75,58,235,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T19:05:00Z,null,null,31.75,57,82,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T20:05:00Z,null,null,35.306,88,56,7.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T21:05:00Z,null,null,35.814,82,76,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T22:05:00Z,null,null,38.862,88,31,6.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-03T23:05:00Z,null,null,41.656,87,52,5.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T00:05:00Z,null,null,42.672,87,71,5.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T01:05:00Z,null,null,42.926,86,87,5.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T02:05:00Z,null,null,42.926,86,13,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T03:05:00Z,null,null,42.926,87,0,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T04:05:00Z,null,null,42.926,88,0,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T05:05:00Z,null,null,42.926,87,0,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T06:05:00Z,null,null,42.926,89,0,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T07:05:00Z,null,null,42.926,90,0,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T08:05:00Z,null,null,42.926,87,0,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T09:05:00Z,null,null,42.926,86,0,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T10:05:00Z,null,null,42.926,88,0,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T11:05:00Z,null,null,42.926,92,0,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T12:05:00Z,null,null,42.926,91,0,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T13:05:00Z,null,null,42.926,87,13,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T14:05:00Z,null,null,42.926,80,61,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T15:05:00Z,null,null,42.926,74,170,6.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T16:05:00Z,null,null,42.926,70,228,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T17:05:00Z,null,null,42.926,60,513,9.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T18:05:00Z,null,null,42.926,62,622,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T19:05:00Z,null,null,42.926,61,846,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T20:05:00Z,null,null,42.926,61,901,12.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T21:05:00Z,null,null,42.926,54,812,14.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T22:05:00Z,null,null,42.926,53,649,14.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-04T23:05:00Z,null,null,42.926,50,586,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T00:05:00Z,null,null,42.926,51,338,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T01:05:00Z,null,null,42.926,53,174,14.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T02:05:00Z,null,null,42.926,60,20,12.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T03:05:00Z,null,null,42.926,64,0,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T04:05:00Z,null,null,42.926,66,0,10.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T05:05:00Z,null,null,42.926,65,0,10.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T06:05:00Z,null,null,42.926,65,0,10.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T07:05:00Z,null,null,42.926,65,0,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T08:05:00Z,null,null,42.926,67,0,9.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T09:05:00Z,null,null,42.926,81,0,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T10:05:00Z,null,null,42.926,89,0,4.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T11:05:00Z,null,null,42.926,91,0,3.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T12:05:00Z,null,null,42.926,94,1,3.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T13:05:00Z,null,null,42.926,87,93,5.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T14:05:00Z,null,null,42.926,71,289,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T15:05:00Z,null,null,42.926,57,509,13.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T16:05:00Z,null,null,42.926,52,707,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T17:05:00Z,null,null,42.926,49,863,16.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T18:05:00Z,null,null,42.926,42,960,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T19:05:00Z,null,null,42.926,34,997,21.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T21:05:00Z,null,null,42.926,26,902,23.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T22:05:00Z,null,null,42.926,24,770,23.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-05T23:05:00Z,null,null,42.926,23,585,24.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T00:05:00Z,null,null,42.926,27,227,22.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T01:05:00Z,null,null,42.926,32,66,19.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T02:05:00Z,null,null,42.926,40,16,16.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T03:05:00Z,null,null,42.926,47,0,13.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T04:05:00Z,null,null,42.926,55,0,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T05:05:00Z,null,null,42.926,58,0,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T06:05:00Z,null,null,42.926,55,0,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T07:05:00Z,null,null,42.926,65,0,7.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T08:05:00Z,null,null,42.926,69,0,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T09:05:00Z,null,null,42.926,73,0,5.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T10:05:00Z,null,null,42.926,76,0,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T11:05:00Z,null,null,42.926,74,0,6.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T12:05:00Z,null,null,42.926,78,1,5,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T13:05:00Z,null,null,42.926,74,90,7.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T14:05:00Z,null,null,42.926,60,296,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T15:05:00Z,null,null,42.926,54,516,13.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T16:05:00Z,null,null,42.926,51,704,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T17:05:00Z,null,null,42.926,50,841,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T18:05:00Z,null,null,42.926,46,933,17.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T19:05:00Z,null,null,42.926,43,992,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T20:05:00Z,null,null,42.926,39,983,20,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T21:05:00Z,null,null,42.926,34,906,21.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T22:05:00Z,null,null,42.926,33,771,21.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-06T23:05:00Z,null,null,42.926,32,591,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T00:05:00Z,null,null,42.926,31,382,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T01:05:00Z,null,null,42.926,33,172,20.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T02:05:00Z,null,null,42.926,38,23,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T03:05:00Z,null,null,42.926,49,0,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T04:05:00Z,null,null,42.926,51,0,14.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T05:05:00Z,null,null,42.926,68,0,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T06:05:00Z,null,null,42.926,59,0,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T07:05:00Z,null,null,42.926,70,0,9.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T08:05:00Z,null,null,42.926,68,0,10,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T09:05:00Z,null,null,42.926,76,0,8.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T10:05:00Z,null,null,42.926,68,0,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T11:05:00Z,null,null,42.926,68,0,12.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T12:05:00Z,null,null,42.926,72,1,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T13:05:00Z,null,null,42.926,67,64,13.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T14:05:00Z,null,null,42.926,56,226,16.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T15:05:00Z,null,null,42.926,45,502,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T16:05:00Z,null,null,42.926,37,731,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T17:05:00Z,null,null,42.926,35,620,22.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T18:05:00Z,null,null,42.926,26,1001,26.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T19:05:00Z,null,null,42.926,29,320,20.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T20:05:00Z,null,null,42.926,33,267,21.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T21:05:00Z,null,null,43.18,34,304,23.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T22:05:00Z,null,null,43.18,24,232,22.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-07T23:05:00Z,null,null,43.18,38,121,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T00:05:00Z,null,null,43.18,33,102,20,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T01:05:00Z,null,null,43.18,36,124,19.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T02:05:00Z,null,null,43.18,41,29,17.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T03:05:00Z,null,null,43.18,52,0,16.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T04:05:00Z,null,null,43.18,59,0,14.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T05:05:00Z,null,null,43.18,76,0,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T06:05:00Z,null,null,43.18,76,0,11.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T07:05:00Z,null,null,43.18,57,0,15.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T08:05:00Z,null,null,43.18,59,0,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T09:05:00Z,null,null,43.18,59,0,15,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T10:05:00Z,null,null,43.18,64,0,13.333,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T11:05:00Z,null,null,43.18,70,0,12.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T12:05:00Z,null,null,43.18,74,1,11.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T13:05:00Z,null,null,43.18,68,97,12.778,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T14:05:00Z,null,null,43.18,48,282,17.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T15:05:00Z,null,null,43.18,44,358,18.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T16:05:00Z,null,null,43.18,11,660,22.222,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T17:05:00Z,null,null,43.18,9,908,23.889,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T18:05:00Z,null,null,43.18,9,908,25,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T19:05:00Z,null,null,43.18,7,1012,25.556,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T20:05:00Z,null,null,43.18,8,966,26.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T21:05:00Z,null,null,43.18,8,917,26.667,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T22:05:00Z,null,null,43.18,8,820,26.111,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-08T23:05:00Z,null,null,43.18,10,234,24.444,null,null,null,null,
MLCN5,MILLS CANYON,36.055,-104.324444,1780,2021-05-09T00:05:00Z,null,null,43.18,13,294,23.889,null,null,null,null,
