station,utc_valid,PCIRGZ,PPHRGZ,RWIRGZ,TAIRGN,TAIRGX,TAIRGZ,UDIRGZ,UPHRGZ,URHRGZ,USIRGZ,XRIRGZ
MLCN5,2021-08-04 09:05:00,8.54,0,0,,,60,164,7,156,4,98
MLCN5,2021-08-04 10:05:00,8.54,0,0,,,59,149,7,176,4,98
MLCN5,2021-08-04 11:05:00,8.54,,0,,,60,161,5,194,2,98
MLCN5,2021-08-04 12:00:00,,,,59,79,,,,,,
MLCN5,2021-08-04 12:05:00,8.54,,0,,,60,134,5,139,4,98
MLCN5,2021-08-04 13:05:00,8.54,0,9,,,60,148,6,137,4,97
MLCN5,2021-08-04 14:05:00,8.54,0,75,,,61,129,7,133,4,89
MLCN5,2021-08-04 15:05:00,8.54,0,209,,,64,158,9,138,7,82
MLCN5,2021-08-04 16:05:00,8.54,0,201,,,63,163,11,167,6,81
MLCN5,2021-08-04 17:05:00,8.54,0,267,,,66,154,10,124,6,74
MLCN5,2021-08-04 18:05:00,8.54,0,716,,,69,140,14,147,10,63
MLCN5,2021-08-04 19:05:00,8.54,0,880,,,71,156,16,163,8,63
MLCN5,2021-08-04 20:05:00,8.54,0,577,,,69,179,15,139,10,61
MLCN5,2021-08-04 21:05:00,8.54,0,315,,,68,164,13,168,8,64
MLCN5,2021-08-04 22:05:00,8.54,0,242,,,71,123,13,86,9,64
MLCN5,2021-08-04 23:05:00,8.54,0,432,,,69,127,14,126,8,65
MLCN5,2021-08-05 00:05:00,8.54,0,82,,,68,129,11,128,5,69
MLCN5,2021-08-05 01:05:00,8.54,0,213,,,68,118,11,105,7,64
MLCN5,2021-08-05 02:05:00,8.54,0,10,,,63,118,8,131,5,82
MLCN5,2021-08-05 03:05:00,8.54,0,0,,,60,92,6,122,2,89
MLCN5,2021-08-05 04:05:00,8.54,0,0,,,59,140,5,151,2,88
MLCN5,2021-08-05 05:05:00,8.54,0,0,,,58,161,4,165,2,91
MLCN5,2021-08-05 06:05:00,8.54,0,0,,,56,169,4,183,2,95
MLCN5,2021-08-05 07:05:00,8.54,0,0,,,56,160,4,152,2,95
MLCN5,2021-08-05 08:05:00,8.54,0,0,,,56,282,4,48,2,96
MLCN5,2021-08-05 09:05:00,8.54,0,0,,,56,284,7,285,7,92
MLCN5,2021-08-05 10:05:00,8.54,0,0,,,55,310,9,307,7,97
MLCN5,2021-08-05 11:05:00,8.54,0,0,,,54,336,10,312,7,97
MLCN5,2021-08-05 12:00:00,,,,53,71,,,,,,
MLCN5,2021-08-05 12:05:00,8.54,0,0,,,53,328,14,329,11,98
MLCN5,2021-08-05 13:05:00,8.54,0,51,,,55,321,13,330,10,94
MLCN5,2021-08-05 14:05:00,8.54,,227,,,59,336,14,336,11,90
MLCN5,2021-08-05 15:05:00,8.54,,429,,,65,314,15,315,11,69
MLCN5,2021-08-05 16:05:00,8.54,0,632,,,70,306,15,319,9,59
MLCN5,2021-08-05 17:05:00,8.54,0,800,,,76,317,11,314,6,47
MLCN5,2021-08-05 18:05:00,8.54,0,909,,,80,289,11,343,6,32
MLCN5,2021-08-05 19:05:00,8.54,0,955,,,82,260,12,331,5,29
MLCN5,2021-08-05 20:05:00,8.54,0,952,,,85,354,11,285,4,27
MLCN5,2021-08-05 21:05:00,8.54,0,851,,,84,70,15,327,9,27
MLCN5,2021-08-05 22:05:00,8.54,0,728,,,85,77,13,62,7,26
MLCN5,2021-08-05 23:05:00,8.54,0,547,,,85,78,12,62,4,25
MLCN5,2021-08-06 00:05:00,8.54,0,358,,,84,67,10,69,7,22
MLCN5,2021-08-06 01:05:00,8.54,0,167,,,82,117,8,83,3,29
MLCN5,2021-08-06 02:05:00,8.54,0,28,,,73,67,6,54,4,52
MLCN5,2021-08-06 03:05:00,8.54,0,0,,,69,84,5,88,1,57
MLCN5,2021-08-06 04:05:00,8.54,0,0,,,68,85,7,152,3,56
MLCN5,2021-08-06 05:05:00,8.54,0,0,,,63,96,5,74,0,65
MLCN5,2021-08-06 06:05:00,8.54,0,0,,,65,139,7,146,2,61
MLCN5,2021-08-06 07:05:00,8.54,0,0,,,60,67,3,55,1,75
MLCN5,2021-08-06 08:05:00,8.54,0,0,,,59,19,3,30,3,75
MLCN5,2021-08-06 09:05:00,8.54,0,0,,,58,14,5,346,3,76
MLCN5,2021-08-06 10:05:00,8.54,0,0,,,56,83,3,82,0,83
MLCN5,2021-08-06 11:05:00,8.54,0,0,,,56,80,3,87,2,84
MLCN5,2021-08-06 12:00:00,,,,53,85,,,,,,
MLCN5,2021-08-06 12:05:00,8.54,0,0,,,54,72,3,84,0,90
MLCN5,2021-08-06 13:05:00,8.54,0,41,,,57,78,4,130,2,90
MLCN5,2021-08-06 14:05:00,8.54,0,214,,,63,331,5,323,3,76
MLCN5,2021-08-06 15:05:00,8.54,0,427,,,70,324,6,312,4,59
MLCN5,2021-08-06 16:05:00,8.54,0,630,,,79,229,6,212,2,44
MLCN5,2021-08-06 17:05:00,8.54,0,802,,,83,130,7,105,4,36
MLCN5,2021-08-06 18:05:00,8.54,0,916,,,87,141,9,165,6,29
MLCN5,2021-08-06 19:05:00,8.54,0,967,,,90,147,12,134,6,24
MLCN5,2021-08-06 20:05:00,8.54,0,935,,,92,164,13,145,7,20
MLCN5,2021-08-06 21:05:00,8.54,0,734,,,91,195,15,193,6,21
MLCN5,2021-08-06 22:05:00,8.54,0,453,,,90,158,15,188,6,19
MLCN5,2021-08-06 23:05:00,8.54,0,427,,,91,168,15,180,8,16
MLCN5,2021-08-07 00:05:00,8.54,0,381,,,91,174,19,181,9,16
MLCN5,2021-08-07 01:05:00,8.54,0,183,,,88,182,16,187,8,19
MLCN5,2021-08-07 02:05:00,8.54,0,30,,,83,172,24,194,15,29
MLCN5,2021-08-07 03:05:00,8.54,0,0,,,80,162,20,151,13,34
MLCN5,2021-08-07 04:05:00,8.54,0,0,,,77,162,20,158,11,38
MLCN5,2021-08-07 05:05:00,8.54,0,0,,,76,180,18,168,9,40
MLCN5,2021-08-07 06:05:00,8.54,0,0,,,74,179,14,188,10,42
MLCN5,2021-08-07 07:05:00,8.54,0,0,,,72,186,18,187,12,45
MLCN5,2021-08-07 08:05:00,8.54,0,0,,,70,187,18,184,10,48
MLCN5,2021-08-07 09:05:00,8.54,0,0,,,65,112,13,185,3,60
MLCN5,2021-08-07 10:05:00,8.54,0,0,,,64,151,6,150,4,62
MLCN5,2021-08-07 11:05:00,8.54,0,0,,,61,213,6,189,5,71
MLCN5,2021-08-07 12:00:00,,,,54,92,,,,,,
MLCN5,2021-08-07 12:05:00,8.54,0,0,,,56,328,6,204,2,83
MLCN5,2021-08-07 13:05:00,8.54,0,53,,,62,304,8,315,6,71
MLCN5,2021-08-07 14:05:00,8.54,0,245,,,68,328,10,327,8,57
MLCN5,2021-08-07 15:05:00,8.54,0,375,,,72,330,11,330,7,50
MLCN5,2021-08-07 16:05:00,8.54,0,671,,,81,298,9,297,5,37
MLCN5,2021-08-07 17:05:00,8.54,0,824,,,88,265,10,284,6,22
MLCN5,2021-08-07 18:05:00,8.54,0,932,,,91,261,16,293,6,15
MLCN5,2021-08-07 19:05:00,8.54,0,986,,,91,234,23,241,14,14
MLCN5,2021-08-07 20:05:00,8.54,0,980,,,93,244,26,242,13,13
MLCN5,2021-08-07 21:05:00,8.54,0,772,,,93,280,21,220,9,13
MLCN5,2021-08-07 22:05:00,8.54,0,801,,,93,252,24,273,17,9
MLCN5,2021-08-07 23:05:00,8.54,0,569,,,92,275,24,283,14,9
MLCN5,2021-08-08 00:05:00,8.54,0,337,,,90,299,21,280,12,10
MLCN5,2021-08-08 01:05:00,8.54,0,153,,,86,295,21,276,13,10
MLCN5,2021-08-08 02:05:00,8.54,0,30,,,82,287,19,285,12,11
MLCN5,2021-08-08 03:05:00,8.54,0,0,,,79,292,18,295,11,12
MLCN5,2021-08-08 04:05:00,8.54,0,0,,,72,314,15,294,7,18
MLCN5,2021-08-08 05:05:00,8.54,0,0,,,68,3,18,339,10,36
MLCN5,2021-08-08 06:05:00,8.54,0,0,,,69,22,33,27,20,51
MLCN5,2021-08-08 07:05:00,8.54,0,0,,,67,335,24,26,14,40
MLCN5,2021-08-08 08:05:00,8.54,0,0,,,63,320,19,341,10,49
MLCN5,2021-08-08 09:05:00,8.54,0,0,,,57,334,12,315,7,62
MLCN5,2021-08-08 10:05:00,8.54,0,0,,,57,338,10,334,7,61
MLCN5,2021-08-08 11:05:00,8.54,0,0,,,56,317,12,318,10,63
MLCN5,2021-08-08 12:00:00,,,,54,93,,,,,,
MLCN5,2021-08-08 12:05:00,8.54,0,0,,,54,312,11,316,8,67
MLCN5,2021-08-08 13:05:00,8.54,0,29,,,57,313,11,306,8,62
MLCN5,2021-08-08 14:05:00,8.54,0,165,,,61,316,14,313,10,55
MLCN5,2021-08-08 15:05:00,8.54,0,363,,,67,321,15,320,10,42
MLCN5,2021-08-08 16:05:00,8.54,0,563,,,73,317,13,316,9,36
MLCN5,2021-08-08 17:05:00,8.54,0,751,,,79,304,11,306,5,25
MLCN5,2021-08-08 18:05:00,8.54,0,883,,,83,162,10,185,5,19
MLCN5,2021-08-08 19:05:00,8.54,0,943,,,86,186,17,86,4,18
MLCN5,2021-08-08 20:05:00,8.54,0,936,,,87,149,14,169,7,16
MLCN5,2021-08-08 21:05:00,8.54,0,860,,,88,134,16,159,6,16
MLCN5,2021-08-08 22:05:00,8.54,0,719,,,89,169,15,148,9,16
MLCN5,2021-08-08 23:05:00,8.54,0,546,,,89,175,14,175,8,15
MLCN5,2021-08-09 00:05:00,8.54,0,340,,,88,180,14,196,9,17
MLCN5,2021-08-09 01:05:00,8.54,0,151,,,84,143,16,139,8,20
MLCN5,2021-08-09 02:05:00,8.54,0,25,,,75,133,11,125,6,30
MLCN5,2021-08-09 03:05:00,8.54,0,0,,,71,114,8,132,2,33
MLCN5,2021-08-09 04:05:00,8.54,0,0,,,71,152,7,155,4,33
MLCN5,2021-08-09 05:05:00,8.54,0,0,,,68,155,7,153,2,38
MLCN5,2021-08-09 06:05:00,8.54,0,0,,,64,132,8,120,2,48
MLCN5,2021-08-09 07:05:00,8.54,0,0,,,61,17,7,298,5,54
MLCN5,2021-08-09 08:05:00,8.54,0,0,,,60,67,5,59,0,59
MLCN5,2021-08-09 09:05:00,8.54,0,0,,,61,301,8,302,6,53
MLCN5,2021-08-09 10:05:00,8.54,0,0,,,55,344,12,319,7,68
MLCN5,2021-08-09 11:05:00,8.54,0,0,,,55,301,12,305,9,67
MLCN5,2021-08-09 12:00:00,,,,49,89,,,,,,
MLCN5,2021-08-09 12:05:00,8.54,0,0,,,49,41,9,311,2,83
MLCN5,2021-08-09 13:05:00,8.54,0,39,,,53,25,5,349,3,75
MLCN5,2021-08-09 14:05:00,8.54,0,210,,,63,308,7,345,3,49
MLCN5,2021-08-09 15:05:00,8.54,0,434,,,71,321,9,339,5,38
MLCN5,2021-08-09 16:05:00,8.54,0,644,,,80,320,8,317,5,27
MLCN5,2021-08-09 17:05:00,8.54,0,813,,,90,290,8,302,4,15
MLCN5,2021-08-09 18:05:00,8.54,0,925,,,93,262,12,297,6,10
MLCN5,2021-08-09 19:05:00,8.54,0,984,,,94,253,22,250,10,8
MLCN5,2021-08-09 20:05:00,8.54,0,972,,,95,240,29,228,12,7
MLCN5,2021-08-09 21:05:00,8.54,0,881,,,95,202,28,211,11,7
MLCN5,2021-08-09 22:05:00,8.54,0,760,,,96,226,22,207,13,8
MLCN5,2021-08-09 23:05:00,8.54,0,604,,,96,251,22,245,12,9
MLCN5,2021-08-10 00:05:00,8.54,0,420,,,94,209,18,238,10,9
MLCN5,2021-08-10 01:05:00,8.54,0,186,,,91,207,14,215,4,11
MLCN5,2021-08-10 02:05:00,8.54,0,28,,,84,169,15,159,7,17
MLCN5,2021-08-10 03:05:00,8.54,0,0,,,84,176,16,183,11,19
MLCN5,2021-08-10 04:05:00,8.54,0,0,,,82,174,16,191,9,22
MLCN5,2021-08-10 05:05:00,8.54,0,0,,,80,195,20,178,12,25
MLCN5,2021-08-10 06:05:00,8.54,0,0,,,77,181,17,201,7,28
MLCN5,2021-08-10 07:05:00,8.54,0,0,,,73,204,10,186,6,32
MLCN5,2021-08-10 08:05:00,8.54,0,0,,,75,197,18,183,10,30
MLCN5,2021-08-10 09:05:00,8.54,0,0,,,73,184,16,213,8,33
MLCN5,2021-08-10 10:05:00,8.54,0,0,,,71,174,12,157,6,37
MLCN5,2021-08-10 11:05:00,8.54,0,0,,,68,208,8,187,2,42
MLCN5,2021-08-10 12:00:00,,,,49,96,,,,,,
MLCN5,2021-08-10 12:05:00,8.54,0,0,,,63,338,6,309,2,50
MLCN5,2021-08-10 13:05:00,8.54,0,23,,,60,314,13,311,8,53
MLCN5,2021-08-10 14:05:00,8.54,0,129,,,64,310,16,301,11,49
MLCN5,2021-08-10 15:05:00,8.54,0,315,,,71,317,18,319,14,36
MLCN5,2021-08-10 16:05:00,8.54,0,607,,,78,322,20,323,15,25
MLCN5,2021-08-10 17:05:00,8.54,0,745,,,86,328,19,319,11,19
MLCN5,2021-08-10 18:05:00,8.54,,771,,,91,328,15,339,9,16
MLCN5,2021-08-10 19:05:00,8.54,,844,,,93,78,11,30,4,13
MLCN5,2021-08-10 20:05:00,8.54,0,960,,,93,57,23,120,7,11
MLCN5,2021-08-10 21:05:00,8.54,0,922,,,95,300,16,98,5,10
MLCN5,2021-08-10 22:05:00,8.54,0,565,,,91,163,16,215,5,13
MLCN5,2021-08-10 23:05:00,8.54,0,145,,,86,30,23,37,18,20
MLCN5,2021-08-11 00:05:00,8.54,0,145,,,87,57,19,13,8,18
MLCN5,2021-08-11 01:05:00,8.54,0,76,,,85,60,11,50,5,22
MLCN5,2021-08-11 02:05:00,8.54,0,17,,,82,145,13,167,7,29
MLCN5,2021-08-11 03:05:00,8.54,0,0,,,80,192,16,187,11,30
MLCN5,2021-08-11 04:05:00,8.54,0,0,,,77,189,18,181,12,34
MLCN5,2021-08-11 05:05:00,8.54,0,0,,,75,193,16,193,8,37
MLCN5,2021-08-11 06:05:00,8.54,0,0,,,72,196,13,185,5,42
MLCN5,2021-08-11 07:05:00,8.54,0,0,,,70,182,8,185,6,46
MLCN5,2021-08-11 08:05:00,8.54,0,0,,,67,203,7,183,6,51
MLCN5,2021-08-11 09:05:00,8.54,0,0,,,63,28,5,203,2,59
MLCN5,2021-08-11 10:05:00,8.54,0,0,,,64,303,8,306,6,58
MLCN5,2021-08-11 11:05:00,8.54,0,0,,,58,341,7,310,2,68
MLCN5,2021-08-11 12:00:00,,,,56,95,,,,,,
MLCN5,2021-08-11 12:05:00,8.54,0,0,,,56,346,7,326,3,73
MLCN5,2021-08-11 13:05:00,8.54,0,38,,,58,333,10,332,8,71
MLCN5,2021-08-11 14:05:00,8.54,0,227,,,68,325,11,332,7,50
MLCN5,2021-08-11 15:05:00,8.54,0,301,,,71,311,13,318,10,43
MLCN5,2021-08-11 16:05:00,8.54,0,537,,,79,308,12,301,6,32
MLCN5,2021-08-11 17:05:00,8.54,0,826,,,86,354,13,19,5,24
MLCN5,2021-08-11 18:05:00,8.54,0,874,,,90,113,19,102,8,19
MLCN5,2021-08-11 19:05:00,8.54,0,976,,,91,145,18,123,9,18
MLCN5,2021-08-11 20:05:00,8.54,0,901,,,91,146,28,134,9,19
MLCN5,2021-08-11 21:05:00,8.54,0,841,,,92,149,20,104,9,19
MLCN5,2021-08-11 22:05:00,8.54,0,505,,,86,357,23,350,9,22
MLCN5,2021-08-11 23:05:00,8.54,0,32,,,77,291,29,333,19,35
MLCN5,2021-08-12 00:05:00,8.55,0.01,12,,,69,315,26,319,19,58
MLCN5,2021-08-12 01:05:00,8.56,0.01,39,,,77,230,26,293,6,37
MLCN5,2021-08-12 02:05:00,8.56,0,39,,,75,69,23,50,14,42
MLCN5,2021-08-12 03:05:00,8.56,0,0,,,71,82,24,69,4,45
MLCN5,2021-08-12 04:05:00,8.56,0,0,,,70,187,14,190,10,52
MLCN5,2021-08-12 05:05:00,8.56,0,0,,,66,297,12,197,8,66
MLCN5,2021-08-12 06:05:00,8.56,0,0,,,63,326,9,281,6,74
MLCN5,2021-08-12 07:05:00,8.56,0,0,,,60,348,10,353,5,79
MLCN5,2021-08-12 08:05:00,8.56,0,0,,,58,82,6,143,4,86
MLCN5,2021-08-12 09:05:00,8.56,0,0,,,56,41,7,152,4,88
MLCN5,2021-08-12 10:05:00,8.56,0,0,,,57,37,4,34,3,83
MLCN5,2021-08-12 11:05:00,8.56,0,0,,,58,347,5,340,4,79
MLCN5,2021-08-12 12:00:00,,,,56,92,,,,,,
MLCN5,2021-08-12 12:05:00,8.56,0,0,,,56,307,12,315,8,89
MLCN5,2021-08-12 13:05:00,8.56,0,56,,,59,332,7,306,3,87
MLCN5,2021-08-12 14:05:00,8.56,0,154,,,61,308,8,318,5,75
MLCN5,2021-08-12 15:05:00,8.56,0,409,,,70,321,8,310,4,53
MLCN5,2021-08-12 16:05:00,8.56,0,452,,,73,186,7,209,5,48
MLCN5,2021-08-12 17:05:00,8.56,0,850,,,79,195,11,160,6,43
MLCN5,2021-08-12 18:05:00,8.56,0,773,,,81,187,11,160,6,40
MLCN5,2021-08-12 19:05:00,8.56,0,995,,,84,164,14,170,5,34
MLCN5,2021-08-12 20:05:00,8.56,0,964,,,86,153,13,159,8,32
MLCN5,2021-08-12 21:05:00,8.56,0,863,,,87,128,17,113,7,30
MLCN5,2021-08-12 22:05:00,8.67,0.11,198,,,67,343,44,19,18,67
MLCN5,2021-08-12 23:05:00,8.72,0.05,14,,,69,125,12,342,5,76
MLCN5,2021-08-13 00:05:00,8.72,0,27,,,68,98,25,121,11,79
MLCN5,2021-08-13 01:05:00,8.72,0,52,,,67,144,15,104,6,79
MLCN5,2021-08-13 02:05:00,8.72,0,15,,,64,274,9,170,6,89
MLCN5,2021-08-13 03:05:00,8.72,0,0,,,61,350,7,294,5,93
MLCN5,2021-08-13 04:05:00,8.72,0,0,,,61,39,8,21,3,94
MLCN5,2021-08-13 05:05:00,8.72,0,0,,,61,357,11,10,6,92
MLCN5,2021-08-13 06:05:00,8.72,0,0,,,62,355,7,351,1,93
MLCN5,2021-08-13 07:05:00,8.72,0,0,,,61,353,10,304,3,92
MLCN5,2021-08-13 08:05:00,8.72,0,0,,,62,113,11,108,7,89
MLCN5,2021-08-13 09:05:00,8.72,0,0,,,62,338,13,325,5,93
MLCN5,2021-08-13 10:05:00,8.72,0,0,,,62,303,10,333,4,87
MLCN5,2021-08-13 11:05:00,8.72,0,0,,,61,87,6,340,3,92
MLCN5,2021-08-13 12:00:00,,,,56,87,,,,,,
MLCN5,2021-08-13 12:05:00,8.72,0,0,,,60,98,5,45,3,97
MLCN5,2021-08-13 13:05:00,,0,,,,,,,,,
MLCN5,2021-08-13 14:05:00,8.72,0,179,,,62,338,9,352,5,81
MLCN5,2021-08-13 15:05:00,8.72,0,225,,,68,315,8,22,4,77
MLCN5,2021-08-13 16:05:00,8.72,0,380,,,69,14,10,51,5,71
MLCN5,2021-08-13 17:05:00,8.72,0,610,,,73,45,10,77,6,62
MLCN5,2021-08-13 18:05:00,8.72,0,608,,,75,108,19,105,10,59
MLCN5,2021-08-13 19:05:00,8.72,0,691,,,67,141,21,147,12,78
MLCN5,2021-08-13 20:05:00,8.72,0,597,,,72,115,24,100,15,62
MLCN5,2021-08-13 21:05:00,8.72,0,327,,,66,124,27,132,14,76
MLCN5,2021-08-13 22:05:00,8.72,0,341,,,69,135,20,126,12,68
MLCN5,2021-08-13 23:05:00,8.72,0,233,,,67,118,17,109,12,75
MLCN5,2021-08-14 00:05:00,8.72,0,289,,,71,140,18,144,10,62
MLCN5,2021-08-14 01:05:00,8.72,0,167,,,67,170,15,165,9,69
MLCN5,2021-08-14 02:05:00,8.72,0,17,,,65,162,13,193,3,76
MLCN5,2021-08-14 03:05:00,8.72,0,0,,,61,74,4,90,2,87
MLCN5,2021-08-14 04:05:00,8.72,0,0,,,59,169,2,90,0,92
MLCN5,2021-08-14 05:05:00,8.72,0,0,,,58,52,2,249,0,91
MLCN5,2021-08-14 06:05:00,8.72,0,0,,,58,351,5,353,4,92
MLCN5,2021-08-14 07:05:00,8.72,0,0,,,58,159,4,331,2,94
MLCN5,2021-08-14 08:05:00,8.72,0,0,,,58,11,5,338,2,94
MLCN5,2021-08-14 09:05:00,8.72,0,0,,,58,346,4,318,3,96
MLCN5,2021-08-14 10:05:00,8.72,0,0,,,55,303,4,309,3,96
MLCN5,2021-08-14 11:05:00,8.72,0,0,,,57,322,6,300,3,98
MLCN5,2021-08-14 12:00:00,,,,55,75,,,,,,
MLCN5,2021-08-14 12:05:00,8.72,0,0,,,55,352,3,332,2,98
MLCN5,2021-08-14 13:05:00,8.72,0,58,,,59,345,5,329,3,96
MLCN5,2021-08-14 14:05:00,8.72,0,235,,,65,9,5,1,4,83
MLCN5,2021-08-14 15:05:00,8.72,0,441,,,69,308,8,316,6,70
MLCN5,2021-08-14 16:05:00,8.72,0,629,,,73,232,10,295,5,55
MLCN5,2021-08-14 17:05:00,8.72,,774,,,75,130,11,165,6,50
MLCN5,2021-08-14 18:05:00,8.72,,825,,,76,139,19,147,9,41
MLCN5,2021-08-14 19:05:00,8.72,0,949,,,79,169,18,161,10,33
MLCN5,2021-08-14 20:05:00,8.72,0,978,,,79,142,18,144,9,32
MLCN5,2021-08-14 21:05:00,8.72,0,884,,,80,179,19,170,9,34
MLCN5,2021-08-14 22:05:00,8.72,0,771,,,81,190,18,154,9,34
MLCN5,2021-08-14 23:05:00,8.72,0,630,,,80,156,16,152,10,37
MLCN5,2021-08-15 00:05:00,8.72,0,339,,,79,180,17,155,7,38
MLCN5,2021-08-15 01:05:00,8.72,0,174,,,76,160,14,149,7,41
MLCN5,2021-08-15 02:05:00,8.72,0,21,,,72,164,11,158,6,50
MLCN5,2021-08-15 03:05:00,8.72,0,0,,,69,164,8,157,5,55
MLCN5,2021-08-15 04:05:00,8.72,0,0,,,66,157,8,155,5,62
MLCN5,2021-08-15 05:05:00,8.72,0,0,,,61,158,6,162,2,75
MLCN5,2021-08-15 06:05:00,8.72,0,0,,,58,100,4,66,2,86
MLCN5,2021-08-15 07:05:00,8.72,0,0,,,61,196,7,186,4,83
MLCN5,2021-08-15 08:05:00,8.72,0,0,,,56,130,6,8,2,93
MLCN5,2021-08-15 09:05:00,8.72,0,0,,,54,84,4,81,3,95
MLCN5,2021-08-15 10:05:00,8.72,0,0,,,53,77,4,90,3,97
MLCN5,2021-08-15 11:05:00,8.72,0,0,,,53,131,3,55,1,97
MLCN5,2021-08-15 12:00:00,,,,53,81,,,,,,
MLCN5,2021-08-15 12:05:00,8.72,0,0,,,53,315,7,314,5,98
MLCN5,2021-08-15 13:05:00,8.72,0,47,,,56,135,5,319,4,97
MLCN5,2021-08-15 14:05:00,8.72,0,245,,,62,325,9,323,6,82
MLCN5,2021-08-15 15:05:00,8.72,0,430,,,69,220,10,329,2,63
MLCN5,2021-08-15 16:05:00,8.72,0,640,,,75,166,12,212,7,50
MLCN5,2021-08-15 17:05:00,8.72,0,794,,,77,166,14,176,10,42
MLCN5,2021-08-15 18:05:00,8.72,0,903,,,80,159,17,155,9,37
MLCN5,2021-08-15 19:05:00,8.72,0,938,,,82,172,16,166,8,29
MLCN5,2021-08-15 20:05:00,8.72,0,942,,,83,154,20,162,11,28
MLCN5,2021-08-15 21:05:00,8.72,0,877,,,84,153,21,158,11,27
MLCN5,2021-08-15 22:05:00,8.72,0,547,,,81,146,18,132,10,31
MLCN5,2021-08-15 23:05:00,8.72,0,371,,,82,185,18,137,12,33
MLCN5,2021-08-16 00:05:00,8.72,0,222,,,77,174,20,194,9,41
MLCN5,2021-08-16 01:05:00,8.72,0,41,,,75,166,12,175,8,45
MLCN5,2021-08-16 02:05:00,8.72,0,10,,,73,186,11,171,4,51
MLCN5,2021-08-16 03:05:00,8.72,0,0,,,70,293,13,298,5,51
MLCN5,2021-08-16 04:05:00,8.72,0,0,,,69,246,7,267,4,55
MLCN5,2021-08-16 05:05:00,8.72,0,0,,,67,10,4,249,2,61
MLCN5,2021-08-16 06:05:00,8.72,0,0,,,66,313,6,255,2,64
MLCN5,2021-08-16 07:05:00,8.72,0,0,,,64,253,6,321,2,71
MLCN5,2021-08-16 08:05:00,8.72,0,0,,,60,9,6,355,4,78
MLCN5,2021-08-16 09:05:00,8.72,0,0,,,58,31,4,33,2,80
MLCN5,2021-08-16 10:05:00,8.72,0,0,,,60,133,6,69,1,81
MLCN5,2021-08-16 11:05:00,8.72,0,0,,,59,305,4,200,2,84
MLCN5,2021-08-16 12:00:00,,,,53,84,,,,,,
MLCN5,2021-08-16 12:05:00,8.72,0,0,,,61,71,6,219,3,87
MLCN5,2021-08-16 13:05:00,8.72,0,23,,,62,271,4,302,3,89
MLCN5,2021-08-16 14:05:00,8.72,0,122,,,65,319,8,319,6,71
MLCN5,2021-08-16 15:05:00,8.72,0,246,,,67,317,8,318,4,64
MLCN5,2021-08-16 16:05:00,8.72,0,425,,,73,263,8,328,5,56
MLCN5,2021-08-16 17:05:00,8.72,0,782,,,78,167,18,252,7,49
MLCN5,2021-08-16 18:05:00,8.72,0,905,,,80,131,13,187,6,40
MLCN5,2021-08-16 19:05:00,8.72,0,949,,,82,142,15,151,9,34
MLCN5,2021-08-16 20:05:00,8.72,0,475,,,78,189,17,213,12,40
MLCN5,2021-08-16 21:05:00,8.72,0,200,,,75,188,21,190,12,47
MLCN5,2021-08-16 22:05:00,8.72,0,218,,,75,167,14,192,8,48
MLCN5,2021-08-16 23:05:00,8.72,0,213,,,75,195,16,203,9,49
MLCN5,2021-08-17 00:05:00,8.72,0,157,,,75,180,18,212,7,49
MLCN5,2021-08-17 01:05:00,8.72,0,88,,,71,117,18,128,11,54
MLCN5,2021-08-17 02:05:00,8.72,0,23,,,65,123,18,115,7,68
MLCN5,2021-08-17 03:05:00,8.72,0,0,,,61,137,13,127,6,81
MLCN5,2021-08-17 04:05:00,8.72,0,0,,,59,119,10,133,3,89
MLCN5,2021-08-17 05:05:00,8.72,0,0,,,59,178,7,170,2,89
MLCN5,2021-08-17 06:05:00,8.72,0,0,,,60,190,12,182,7,93
MLCN5,2021-08-17 07:05:00,8.72,0,0,,,60,196,11,187,6,95
MLCN5,2021-08-17 08:05:00,8.72,0,0,,,61,196,14,184,9,88
MLCN5,2021-08-17 09:05:00,8.72,0,0,,,62,210,16,219,8,88
MLCN5,2021-08-17 10:05:00,8.72,0,0,,,60,224,15,197,6,91
MLCN5,2021-08-17 11:05:00,8.72,0,0,,,57,216,9,231,5,95
MLCN5,2021-08-17 12:00:00,,,,56,82,,,,,,
MLCN5,2021-08-17 12:05:00,8.72,0,0,,,56,283,8,229,4,97
MLCN5,2021-08-17 13:05:00,8.72,0,29,,,56,294,8,304,6,97
MLCN5,2021-08-17 14:05:00,8.72,0,129,,,56,333,8,310,6,97
MLCN5,2021-08-17 15:05:00,8.72,0,313,,,60,334,9,343,6,85
MLCN5,2021-08-17 16:05:00,8.72,0,604,,,68,296,11,297,5,67
MLCN5,2021-08-17 17:05:00,8.72,,766,,,75,316,10,242,2,48
MLCN5,2021-08-17 18:05:00,8.72,,890,,,81,235,9,230,6,30
MLCN5,2021-08-17 19:05:00,8.72,0,951,,,83,167,10,123,6,25
MLCN5,2021-08-17 20:05:00,8.72,0,932,,,86,262,13,156,6,18
MLCN5,2021-08-17 21:05:00,8.72,0,864,,,86,141,20,150,12,28
MLCN5,2021-08-17 22:05:00,8.72,0,724,,,86,157,17,173,9,24
MLCN5,2021-08-17 23:05:00,8.72,0,548,,,86,159,17,175,10,25
MLCN5,2021-08-18 00:05:00,8.72,0,348,,,84,146,17,150,11,27
