station,utc_valid,PCIRGZ,PPHRGZ,RWIRGZ,TAIRGN,TAIRGX,TAIRGZ,UDIRGZ,UPHRGZ,URHRGZ,USIRGZ,XRIRGZ
MLCN5,2021-08-18 01:05:00,8.72,0,146,,,80,154,18,178,10,29
MLCN5,2021-08-18 02:05:00,8.72,0,16,,,76,150,16,147,8,34
MLCN5,2021-08-18 03:05:00,8.72,0,0,,,72,149,15,156,7,52
MLCN5,2021-08-18 04:05:00,8.72,0,0,,,72,165,16,153,10,51
MLCN5,2021-08-18 05:05:00,8.72,0,0,,,71,177,22,173,14,57
MLCN5,2021-08-18 06:05:00,8.72,0,0,,,70,178,21,159,13,60
MLCN5,2021-08-18 07:05:00,8.72,0,0,,,68,184,18,165,9,64
MLCN5,2021-08-18 08:05:00,8.72,0,0,,,67,184,13,174,5,67
MLCN5,2021-08-18 09:05:00,8.72,0,0,,,60,37,6,194,3,82
MLCN5,2021-08-18 10:05:00,8.72,0,0,,,61,154,7,158,5,85
MLCN5,2021-08-18 11:05:00,8.72,0,0,,,62,177,14,172,10,87
MLCN5,2021-08-18 12:00:00,,,,56,86,,,,,,
MLCN5,2021-08-18 12:05:00,8.72,0,0,,,61,177,15,185,7,93
MLCN5,2021-08-18 13:05:00,8.72,0,16,,,61,173,11,160,7,95
MLCN5,2021-08-18 14:05:00,8.72,0,96,,,63,190,13,188,8,92
MLCN5,2021-08-18 15:05:00,8.72,0,353,,,68,186,10,173,6,75
MLCN5,2021-08-18 16:05:00,8.72,0,598,,,74,207,9,189,3,60
MLCN5,2021-08-18 17:05:00,8.72,0,762,,,78,170,10,149,5,49
MLCN5,2021-08-18 18:05:00,8.72,0,875,,,81,178,13,169,8,40
MLCN5,2021-08-18 19:05:00,8.72,0,928,,,84,173,17,145,10,35
MLCN5,2021-08-18 20:05:00,8.72,0,914,,,87,172,17,162,11,28
MLCN5,2021-08-18 21:05:00,8.72,0,844,,,89,192,18,168,10,24
MLCN5,2021-08-18 22:05:00,8.72,0,715,,,90,172,20,189,12,20
MLCN5,2021-08-18 23:05:00,8.72,0,518,,,88,144,25,155,16,22
MLCN5,2021-08-19 00:05:00,8.72,0,345,,,87,185,25,140,14,24
MLCN5,2021-08-19 01:05:00,8.72,0,147,,,82,176,24,186,17,34
MLCN5,2021-08-19 02:05:00,8.72,0,14,,,78,167,25,170,14,41
MLCN5,2021-08-19 03:05:00,8.72,0,0,,,76,172,25,165,16,41
MLCN5,2021-08-19 04:05:00,8.72,0,0,,,75,175,28,184,17,44
MLCN5,2021-08-19 05:05:00,8.72,0,0,,,73,165,22,176,9,49
MLCN5,2021-08-19 06:05:00,8.72,0,0,,,70,151,13,162,8,57
MLCN5,2021-08-19 07:05:00,8.72,0,0,,,68,147,10,149,6,62
MLCN5,2021-08-19 08:05:00,8.72,0,0,,,66,139,12,137,8,68
MLCN5,2021-08-19 09:05:00,8.72,0,0,,,65,155,10,144,7,71
MLCN5,2021-08-19 10:05:00,8.72,0,0,,,65,179,12,179,8,75
MLCN5,2021-08-19 11:05:00,8.72,0,0,,,63,118,13,170,3,81
MLCN5,2021-08-19 12:00:00,,,,61,90,,,,,,
MLCN5,2021-08-19 12:05:00,8.72,0,0,,,61,195,8,197,6,83
MLCN5,2021-08-19 13:05:00,8.72,0,40,,,61,108,8,190,2,83
MLCN5,2021-08-19 14:05:00,8.72,0,223,,,70,226,6,201,4,54
MLCN5,2021-08-19 15:05:00,8.72,0,437,,,76,275,8,255,4,41
MLCN5,2021-08-19 16:05:00,8.72,0,639,,,80,253,19,263,13,30
MLCN5,2021-08-19 17:05:00,8.72,0,797,,,83,290,21,256,7,29
MLCN5,2021-08-19 18:05:00,8.72,0,777,,,84,238,19,267,9,26
MLCN5,2021-08-19 19:05:00,8.72,0,845,,,86,354,16,258,3,25
MLCN5,2021-08-19 20:05:00,8.72,0,559,,,85,283,15,288,6,24
MLCN5,2021-08-19 21:05:00,8.72,0,454,,,85,145,14,152,7,22
MLCN5,2021-08-19 22:05:00,8.72,0,328,,,86,280,14,276,5,22
MLCN5,2021-08-19 23:05:00,8.72,0,328,,,86,216,27,201,18,20
MLCN5,2021-08-20 00:05:00,8.72,,363,,,86,212,29,200,17,19
MLCN5,2021-08-20 01:05:00,8.72,,156,,,83,214,27,196,15,22
MLCN5,2021-08-20 02:05:00,8.72,0,14,,,80,210,21,209,13,25
MLCN5,2021-08-20 03:05:00,8.72,0,0,,,77,213,21,214,9,28
MLCN5,2021-08-20 04:05:00,8.72,0,0,,,72,183,11,201,5,33
MLCN5,2021-08-20 05:05:00,8.72,0,0,,,71,190,11,204,5,36
MLCN5,2021-08-20 06:05:00,8.72,0,0,,,70,173,8,172,6,38
MLCN5,2021-08-20 07:05:00,8.72,0,0,,,70,173,12,171,8,41
MLCN5,2021-08-20 08:05:00,8.72,0,0,,,67,188,10,178,5,45
MLCN5,2021-08-20 09:05:00,8.72,0,0,,,66,192,9,198,7,48
MLCN5,2021-08-20 10:05:00,8.72,0,0,,,65,246,12,226,2,50
MLCN5,2021-08-20 11:05:00,8.72,0,0,,,64,256,6,255,5,50
MLCN5,2021-08-20 12:00:00,,,,60,86,,,,,,
MLCN5,2021-08-20 12:05:00,8.72,0,0,,,60,344,8,281,3,55
MLCN5,2021-08-20 13:05:00,8.72,0,37,,,60,81,6,280,3,60
MLCN5,2021-08-20 14:05:00,8.72,0,223,,,71,294,6,303,3,42
MLCN5,2021-08-20 15:05:00,8.72,0,440,,,75,285,17,295,10,34
MLCN5,2021-08-20 16:05:00,8.72,0,642,,,78,287,20,281,11,28
MLCN5,2021-08-20 17:05:00,8.72,0,,,,80,284,18,312,11,25
MLCN5,2021-08-20 18:05:00,8.72,0,919,,,83,256,22,258,8,20
MLCN5,2021-08-20 19:05:00,8.72,0,965,,,85,218,17,223,8,19
MLCN5,2021-08-20 20:05:00,8.72,0,955,,,86,219,16,261,9,15
MLCN5,2021-08-20 21:05:00,8.72,0,884,,,89,241,19,300,9,11
MLCN5,2021-08-20 22:05:00,8.72,0,747,,,89,182,17,193,10,12
MLCN5,2021-08-20 23:05:00,8.72,0,566,,,89,198,16,148,7,12
MLCN5,2021-08-21 00:05:00,8.72,0,362,,,89,171,17,127,4,13
MLCN5,2021-08-21 01:05:00,8.72,0,154,,,84,147,16,153,9,16
MLCN5,2021-08-21 02:05:00,8.72,0,14,,,78,160,14,164,4,21
MLCN5,2021-08-21 03:05:00,8.72,0,0,,,70,3,9,294,4,27
MLCN5,2021-08-21 04:05:00,8.72,0,0,,,70,322,7,339,4,30
MLCN5,2021-08-21 05:05:00,8.72,0,0,,,67,274,9,274,6,30
MLCN5,2021-08-21 06:05:00,8.72,0,0,,,63,309,8,252,6,36
MLCN5,2021-08-21 07:05:00,8.72,0,0,,,61,316,9,314,9,40
MLCN5,2021-08-21 08:05:00,8.72,0,0,,,61,321,14,326,8,52
MLCN5,2021-08-21 09:05:00,8.72,0,0,,,61,355,17,12,10,73
MLCN5,2021-08-21 10:05:00,8.72,0,0,,,61,354,21,355,14,69
MLCN5,2021-08-21 11:05:00,8.72,0,0,,,61,359,19,3,13,62
MLCN5,2021-08-21 12:00:00,,,,60,89,,,,,,
MLCN5,2021-08-21 12:05:00,8.72,0,0,,,60,342,24,352,11,61
MLCN5,2021-08-21 13:05:00,8.72,0,32,,,61,356,18,347,12,57
MLCN5,2021-08-21 14:05:00,8.72,0,215,,,65,9,25,21,15,50
MLCN5,2021-08-21 15:05:00,8.72,0,426,,,69,34,28,32,16,41
MLCN5,2021-08-21 16:05:00,8.72,,626,,,72,46,23,49,16,37
MLCN5,2021-08-21 17:05:00,8.72,,790,,,74,56,24,50,14,36
MLCN5,2021-08-21 18:05:00,8.72,0,898,,,76,57,20,47,8,35
MLCN5,2021-08-21 19:05:00,8.72,0,943,,,79,67,18,63,10,33
MLCN5,2021-08-21 20:05:00,8.72,0,928,,,81,76,14,102,7,32
MLCN5,2021-08-21 21:05:00,8.72,0,697,,,81,122,20,107,8,31
MLCN5,2021-08-21 22:05:00,8.72,0,417,,,83,132,24,104,11,30
MLCN5,2021-08-21 23:05:00,8.72,0,524,,,84,146,17,136,8,25
MLCN5,2021-08-22 00:05:00,8.72,0,333,,,84,186,17,195,9,23
MLCN5,2021-08-22 01:05:00,8.72,0,144,,,81,168,17,162,9,26
MLCN5,2021-08-22 02:05:00,8.72,0,11,,,77,154,15,163,8,32
MLCN5,2021-08-22 03:05:00,8.72,0,0,,,73,160,9,157,3,38
MLCN5,2021-08-22 04:05:00,8.72,0,0,,,69,153,9,154,6,44
MLCN5,2021-08-22 05:05:00,8.72,0,0,,,72,165,17,150,9,44
MLCN5,2021-08-22 06:05:00,8.72,0,0,,,71,174,18,181,12,56
MLCN5,2021-08-22 07:05:00,8.72,0,0,,,69,166,19,183,5,65
MLCN5,2021-08-22 08:05:00,8.72,0,0,,,67,171,12,196,6,71
MLCN5,2021-08-22 09:05:00,8.72,0,0,,,65,192,10,191,8,76
MLCN5,2021-08-22 10:05:00,8.72,0,0,,,63,189,11,191,5,82
MLCN5,2021-08-22 11:05:00,8.72,0,0,,,62,169,7,179,5,82
MLCN5,2021-08-22 12:00:00,,,,60,84,,,,,,
MLCN5,2021-08-22 12:05:00,8.72,0,0,,,61,143,6,169,2,86
MLCN5,2021-08-22 13:05:00,8.72,0,38,,,63,156,9,154,7,83
MLCN5,2021-08-22 14:05:00,8.72,0,187,,,68,174,14,158,10,73
MLCN5,2021-08-22 15:05:00,8.72,0,432,,,72,170,17,184,11,60
MLCN5,2021-08-22 16:05:00,8.72,0,636,,,77,161,15,152,10,50
MLCN5,2021-08-22 17:05:00,8.72,0,805,,,82,159,18,148,11,40
MLCN5,2021-08-22 18:05:00,8.72,0,852,,,84,165,18,165,13,34
MLCN5,2021-08-22 19:05:00,8.72,0,783,,,87,169,23,151,15,31
MLCN5,2021-08-22 20:05:00,8.72,0,711,,,87,177,26,172,17,26
MLCN5,2021-08-22 21:05:00,8.72,0,370,,,84,179,29,178,17,32
MLCN5,2021-08-22 22:05:00,8.72,0,341,,,83,174,26,182,16,31
MLCN5,2021-08-22 23:05:00,8.72,0,245,,,82,182,26,196,11,30
MLCN5,2021-08-23 00:05:00,8.72,0,393,,,83,177,20,189,11,22
MLCN5,2021-08-23 01:05:00,8.72,0,84,,,77,199,21,198,15,36
MLCN5,2021-08-23 02:05:00,8.72,0,14,,,75,188,23,192,14,46
MLCN5,2021-08-23 03:05:00,8.72,0,0,,,72,200,22,175,14,51
MLCN5,2021-08-23 04:05:00,8.72,0,0,,,71,196,20,200,11,48
MLCN5,2021-08-23 05:05:00,8.72,0,0,,,69,202,19,210,8,50
MLCN5,2021-08-23 06:05:00,8.72,0,0,,,68,209,17,206,9,56
MLCN5,2021-08-23 07:05:00,8.72,0,0,,,67,195,15,204,6,62
MLCN5,2021-08-23 08:05:00,8.72,0,0,,,66,181,10,181,6,66
MLCN5,2021-08-23 09:05:00,8.72,0,0,,,66,174,12,181,8,67
MLCN5,2021-08-23 10:05:00,8.72,0,0,,,65,193,11,204,8,72
MLCN5,2021-08-23 11:05:00,8.72,0,0,,,64,184,12,194,6,73
MLCN5,2021-08-23 12:00:00,,,,61,87,,,,,,
MLCN5,2021-08-23 12:05:00,8.72,0,0,,,64,188,10,171,6,73
MLCN5,2021-08-23 13:05:00,8.72,0,41,,,65,230,9,177,1,73
MLCN5,2021-08-23 14:05:00,8.72,0,228,,,67,299,10,320,5,64
MLCN5,2021-08-23 15:05:00,8.72,0,249,,,70,293,6,301,3,59
MLCN5,2021-08-23 16:05:00,8.72,0,606,,,78,259,9,257,5,45
MLCN5,2021-08-23 17:05:00,8.72,0,851,,,85,275,13,292,6,31
MLCN5,2021-08-23 18:05:00,8.72,0,925,,,87,250,19,279,8,25
MLCN5,2021-08-23 19:05:00,8.72,0,940,,,90,254,14,261,6,20
MLCN5,2021-08-23 20:05:00,8.72,0,789,,,91,212,23,241,9,15
MLCN5,2021-08-23 21:05:00,8.72,0,790,,,93,188,22,183,8,12
MLCN5,2021-08-23 22:05:00,8.72,0,745,,,94,188,16,227,11,11
MLCN5,2021-08-23 23:05:00,8.72,0,578,,,93,177,18,198,7,13
MLCN5,2021-08-24 00:05:00,8.72,0,334,,,91,172,21,160,7,14
MLCN5,2021-08-24 01:05:00,8.72,0,156,,,84,174,27,158,17,29
MLCN5,2021-08-24 02:05:00,8.72,0,10,,,80,169,25,200,16,37
MLCN5,2021-08-24 03:05:00,8.72,0,0,,,78,172,23,170,14,37
MLCN5,2021-08-24 04:05:00,8.72,0,0,,,75,187,20,179,7,41
MLCN5,2021-08-24 05:05:00,8.72,0,0,,,73,185,10,193,8,46
MLCN5,2021-08-24 06:05:00,8.72,0,0,,,71,174,11,180,6,52
MLCN5,2021-08-24 07:05:00,8.72,0,0,,,67,59,9,158,2,59
MLCN5,2021-08-24 08:05:00,8.72,0,0,,,68,189,7,184,3,57
MLCN5,2021-08-24 09:05:00,8.72,0,0,,,62,68,4,200,2,68
MLCN5,2021-08-24 10:05:00,8.72,0,0,,,60,135,3,84,2,71
MLCN5,2021-08-24 11:05:00,8.72,0,0,,,60,12,5,15,3,68
MLCN5,2021-08-24 12:00:00,,,,60,94,,,,,,
MLCN5,2021-08-24 12:05:00,8.72,0,0,,,61,310,11,319,8,58
MLCN5,2021-08-24 13:05:00,8.72,0,31,,,62,316,12,308,10,58
MLCN5,2021-08-24 14:05:00,8.72,0,208,,,71,311,14,323,9,42
MLCN5,2021-08-24 15:05:00,8.72,0,430,,,80,326,15,332,11,29
MLCN5,2021-08-24 16:05:00,8.72,0,627,,,84,324,22,307,13,21
MLCN5,2021-08-24 17:05:00,8.72,0,792,,,87,317,16,320,9,18
MLCN5,2021-08-24 18:05:00,8.72,0,685,,,89,283,18,346,6,16
MLCN5,2021-08-24 19:05:00,8.72,,898,,,91,40,14,55,7,15
MLCN5,2021-08-24 20:05:00,8.72,,800,,,91,28,14,157,4,15
MLCN5,2021-08-24 21:05:00,8.72,0,576,,,94,185,20,181,11,15
MLCN5,2021-08-24 22:05:00,8.72,0,715,,,93,180,19,206,10,16
MLCN5,2021-08-24 23:05:00,8.72,0,570,,,93,167,18,200,11,16
MLCN5,2021-08-25 00:05:00,8.72,0,287,,,91,177,17,191,9,17
MLCN5,2021-08-25 01:05:00,8.72,0,73,,,87,152,17,160,10,20
MLCN5,2021-08-25 02:05:00,8.72,0,8,,,82,162,16,140,6,22
MLCN5,2021-08-25 03:05:00,8.72,0,0,,,75,129,8,167,4,29
MLCN5,2021-08-25 04:05:00,8.72,0,0,,,72,106,7,107,3,30
MLCN5,2021-08-25 05:05:00,8.72,0,0,,,68,7,5,5,4,33
MLCN5,2021-08-25 06:05:00,8.72,0,0,,,66,11,5,327,3,38
MLCN5,2021-08-25 07:05:00,8.72,0,0,,,63,14,9,319,3,44
MLCN5,2021-08-25 08:05:00,8.72,0,0,,,64,358,4,320,1,45
MLCN5,2021-08-25 09:05:00,8.72,0,0,,,60,331,9,296,4,46
MLCN5,2021-08-25 10:05:00,8.72,0,0,,,55,4,7,303,5,51
MLCN5,2021-08-25 11:05:00,8.72,0,0,,,55,13,6,34,5,45
MLCN5,2021-08-25 12:00:00,,,,54,94,,,,,,
MLCN5,2021-08-25 12:05:00,8.72,0,0,,,54,347,10,351,9,47
MLCN5,2021-08-25 13:05:00,8.72,0,34,,,58,344,10,340,7,40
MLCN5,2021-08-25 14:05:00,8.72,0,219,,,67,333,10,328,8,27
MLCN5,2021-08-25 15:05:00,8.72,0,437,,,74,312,12,309,9,22
MLCN5,2021-08-25 16:05:00,8.72,0,638,,,81,326,13,337,9,16
MLCN5,2021-08-25 17:05:00,8.72,0,799,,,89,339,11,324,5,11
MLCN5,2021-08-25 18:05:00,8.72,0,910,,,92,171,13,174,6,9
MLCN5,2021-08-25 19:05:00,8.72,0,955,,,93,166,19,156,9,10
MLCN5,2021-08-25 20:05:00,8.72,0,938,,,94,153,22,184,14,11
MLCN5,2021-08-25 21:05:00,8.72,0,860,,,93,161,22,133,11,11
MLCN5,2021-08-25 22:05:00,8.72,0,727,,,93,153,21,181,9,10
MLCN5,2021-08-25 23:05:00,8.72,0,549,,,93,163,20,155,10,11
MLCN5,2021-08-26 00:05:00,8.72,0,341,,,91,185,19,174,12,12
MLCN5,2021-08-26 01:05:00,8.72,0,135,,,88,171,21,171,10,18
MLCN5,2021-08-26 02:05:00,8.72,0,8,,,84,172,23,177,14,26
MLCN5,2021-08-26 03:05:00,8.72,0,0,,,81,175,23,144,13,30
MLCN5,2021-08-26 04:05:00,8.72,0,0,,,79,162,22,175,13,33
MLCN5,2021-08-26 05:05:00,8.72,0,0,,,77,160,22,153,11,32
MLCN5,2021-08-26 06:05:00,8.72,0,0,,,74,165,15,174,9,36
MLCN5,2021-08-26 07:05:00,8.72,0,0,,,72,165,13,180,5,39
MLCN5,2021-08-26 08:05:00,8.72,0,0,,,70,166,10,165,7,43
MLCN5,2021-08-26 09:05:00,8.72,0,0,,,69,186,10,174,6,46
MLCN5,2021-08-26 10:05:00,8.72,0,0,,,64,192,8,193,5,53
MLCN5,2021-08-26 11:05:00,8.72,0,0,,,61,146,6,182,3,59
MLCN5,2021-08-26 12:00:00,,,,54,94,,,,,,
MLCN5,2021-08-26 12:05:00,8.72,0,0,,,59,353,7,156,1,61
MLCN5,2021-08-26 13:05:00,8.72,0,29,,,62,132,4,146,3,61
MLCN5,2021-08-26 14:05:00,8.72,0,202,,,71,178,12,176,8,48
MLCN5,2021-08-26 15:05:00,8.72,0,418,,,74,174,14,175,8,45
MLCN5,2021-08-26 16:05:00,8.72,0,618,,,79,168,19,180,11,40
MLCN5,2021-08-26 17:05:00,8.72,0,778,,,81,172,19,157,13,36
MLCN5,2021-08-26 18:05:00,8.72,0,886,,,83,169,26,175,16,30
MLCN5,2021-08-26 19:05:00,8.72,0,934,,,85,174,25,175,16,26
MLCN5,2021-08-26 20:05:00,8.72,0,932,,,87,172,26,166,15,25
MLCN5,2021-08-26 21:05:00,8.72,0,763,,,86,179,23,174,15,26
MLCN5,2021-08-26 22:05:00,8.72,0,347,,,84,174,23,193,14,26
MLCN5,2021-08-26 23:05:00,8.72,0,219,,,84,177,20,182,12,27
MLCN5,2021-08-27 00:05:00,8.72,0,214,,,85,180,22,190,15,25
MLCN5,2021-08-27 01:05:00,8.72,0,96,,,81,180,22,183,12,27
MLCN5,2021-08-27 02:05:00,,0,,,,,,,,,
MLCN5,2021-08-27 03:05:00,8.72,0,0,,,77,173,18,165,11,35
MLCN5,2021-08-27 04:05:00,8.72,0,0,,,76,204,17,172,7,37
MLCN5,2021-08-27 05:05:00,8.72,0,0,,,74,192,17,203,10,43
MLCN5,2021-08-27 06:05:00,8.72,0,0,,,74,179,18,166,10,42
MLCN5,2021-08-27 07:05:00,8.72,0,0,,,74,178,22,179,9,44
MLCN5,2021-08-27 08:05:00,8.72,0,0,,,71,143,16,198,5,48
MLCN5,2021-08-27 09:05:00,8.72,0,0,,,68,151,7,162,3,52
MLCN5,2021-08-27 10:05:00,8.72,0,0,,,66,131,7,173,1,57
MLCN5,2021-08-27 11:05:00,8.72,0,0,,,63,218,6,169,4,63
MLCN5,2021-08-27 12:00:00,,,,59,87,,,,,,
MLCN5,2021-08-27 12:05:00,8.72,0,0,,,59,34,5,206,3,71
MLCN5,2021-08-27 13:05:00,8.72,0,28,,,60,350,5,75,2,69
MLCN5,2021-08-27 14:05:00,8.72,0,203,,,70,158,5,127,3,52
MLCN5,2021-08-27 15:05:00,8.72,0,419,,,73,159,12,152,9,47
MLCN5,2021-08-27 16:05:00,8.72,0,615,,,77,146,13,186,7,43
MLCN5,2021-08-27 17:05:00,8.72,0,776,,,80,169,13,146,7,37
MLCN5,2021-08-27 18:05:00,8.72,0,887,,,84,193,14,156,8,27
MLCN5,2021-08-27 19:05:00,8.72,0,931,,,85,185,18,171,10,28
MLCN5,2021-08-27 20:05:00,8.72,0,916,,,87,154,20,169,13,25
MLCN5,2021-08-27 21:05:00,8.72,0,853,,,89,168,23,143,12,21
MLCN5,2021-08-27 22:05:00,8.72,0,430,,,85,169,22,137,10,24
MLCN5,2021-08-27 23:05:00,8.72,0,78,,,80,247,24,180,9,31
MLCN5,2021-08-28 00:05:00,8.72,0,71,,,79,208,16,246,8,30
MLCN5,2021-08-28 01:05:00,8.72,0,31,,,76,167,23,168,14,37
MLCN5,2021-08-28 02:05:00,8.72,0,3,,,73,196,21,198,5,41
MLCN5,2021-08-28 03:05:00,8.72,0,0,,,71,127,9,276,4,44
MLCN5,2021-08-28 04:05:00,8.72,0,0,,,70,182,7,201,5,46
MLCN5,2021-08-28 05:05:00,8.72,0,0,,,70,144,9,198,4,52
MLCN5,2021-08-28 06:05:00,8.72,0,0,,,68,119,9,117,6,54
MLCN5,2021-08-28 07:05:00,8.72,0,0,,,65,166,9,96,4,60
MLCN5,2021-08-28 08:05:00,8.72,0,0,,,63,157,4,82,3,63
MLCN5,2021-08-28 09:05:00,8.72,0,0,,,66,154,8,175,5,57
MLCN5,2021-08-28 10:05:00,8.72,0,0,,,65,122,7,165,1,55
MLCN5,2021-08-28 11:05:00,8.72,0,0,,,65,244,6,153,2,55
MLCN5,2021-08-28 12:00:00,,,,59,89,,,,,,
MLCN5,2021-08-28 12:05:00,8.72,0,0,,,63,143,6,141,5,61
MLCN5,2021-08-28 13:05:00,8.72,0,21,,,61,6,5,142,3,64
MLCN5,2021-08-28 14:05:00,8.72,0,192,,,70,157,10,151,7,52
MLCN5,2021-08-28 15:05:00,8.72,0,403,,,72,180,18,196,12,45
MLCN5,2021-08-28 16:05:00,8.72,0,524,,,77,170,19,173,12,37
MLCN5,2021-08-28 17:05:00,8.72,0,857,,,81,157,19,160,11,32
MLCN5,2021-08-28 18:05:00,8.72,0,996,,,84,157,15,158,8,30
MLCN5,2021-08-28 19:05:00,8.72,0,1012,,,87,95,13,130,7,24
MLCN5,2021-08-28 20:05:00,8.72,0,1019,,,89,150,18,82,10,23
MLCN5,2021-08-28 21:05:00,8.72,0,854,,,89,144,16,142,5,20
MLCN5,2021-08-28 22:05:00,8.72,0,544,,,89,194,17,156,8,20
MLCN5,2021-08-28 23:05:00,8.72,0,120,,,77,328,26,267,18,33
MLCN5,2021-08-29 00:05:00,8.72,0,15,,,74,265,19,265,13,42
MLCN5,2021-08-29 01:05:00,8.72,0,13,,,73,150,19,256,5,48
MLCN5,2021-08-29 02:05:00,8.72,0,5,,,74,19,13,36,6,42
MLCN5,2021-08-29 03:05:00,8.72,0,0,,,71,198,15,207,11,47
MLCN5,2021-08-29 04:05:00,8.72,0,0,,,68,179,20,172,10,62
MLCN5,2021-08-29 05:05:00,8.72,0,0,,,66,182,14,185,8,63
MLCN5,2021-08-29 06:05:00,8.72,0,0,,,63,230,11,189,3,69
MLCN5,2021-08-29 07:05:00,8.72,0,0,,,61,76,6,255,3,74
MLCN5,2021-08-29 08:05:00,8.72,0,0,,,56,16,6,117,3,83
MLCN5,2021-08-29 09:05:00,8.72,0,0,,,57,161,5,94,3,83
MLCN5,2021-08-29 10:05:00,8.72,0,0,,,58,282,4,293,4,82
MLCN5,2021-08-29 11:05:00,8.72,0,0,,,59,313,9,318,8,80
MLCN5,2021-08-29 12:00:00,,,,55,89,,,,,,
MLCN5,2021-08-29 12:05:00,8.72,0,0,,,55,10,14,320,3,84
MLCN5,2021-08-29 13:05:00,8.72,0,24,,,56,347,8,325,4,80
MLCN5,2021-08-29 14:05:00,8.72,0,206,,,62,333,12,330,8,64
MLCN5,2021-08-29 15:05:00,8.72,0,163,,,65,336,12,311,4,64
MLCN5,2021-08-29 16:05:00,8.72,0,262,,,70,315,12,336,8,57
MLCN5,2021-08-29 17:05:00,8.72,0,346,,,74,21,11,348,3,49
MLCN5,2021-08-29 18:05:00,8.72,0,550,,,80,84,10,64,6,41
MLCN5,2021-08-29 19:05:00,8.72,0,747,,,81,111,14,126,8,36
MLCN5,2021-08-29 20:05:00,8.72,0,393,,,74,124,29,126,15,43
MLCN5,2021-08-29 21:05:00,8.72,0,368,,,80,139,20,150,9,35
MLCN5,2021-08-29 22:05:00,8.72,0,405,,,77,119,24,149,16,47
MLCN5,2021-08-29 23:05:00,8.72,0,317,,,77,130,29,119,13,41
MLCN5,2021-08-30 00:05:00,8.72,0,114,,,69,71,26,57,14,48
MLCN5,2021-08-30 01:05:00,8.72,0,14,,,67,132,19,118,9,68
MLCN5,2021-08-30 02:05:00,8.72,0,2,,,65,144,15,130,7,82
MLCN5,2021-08-30 03:05:00,8.72,0,0,,,64,155,10,213,2,79
MLCN5,2021-08-30 04:05:00,8.72,0,0,,,64,175,8,175,6,74
MLCN5,2021-08-30 05:05:00,8.72,0,0,,,64,272,14,317,3,72
MLCN5,2021-08-30 06:05:00,8.72,0,0,,,62,274,9,288,5,78
MLCN5,2021-08-30 07:05:00,8.72,0,0,,,60,96,7,284,3,85
MLCN5,2021-08-30 08:05:00,8.72,0,0,,,58,272,4,303,3,84
MLCN5,2021-08-30 09:05:00,8.72,0,0,,,56,85,5,312,2,86
MLCN5,2021-08-30 10:05:00,8.72,0,0,,,54,312,5,6,2,90
MLCN5,2021-08-30 11:05:00,8.72,0,0,,,54,51,5,60,3,93
MLCN5,2021-08-30 12:00:00,,,,53,81,,,,,,
MLCN5,2021-08-30 12:05:00,8.72,0,0,,,53,28,3,21,0,94
MLCN5,2021-08-30 13:05:00,8.72,0,15,,,53,68,3,48,2,93
MLCN5,2021-08-30 14:05:00,8.72,0,194,,,64,138,5,128,4,70
MLCN5,2021-08-30 15:05:00,8.72,0,409,,,69,178,9,156,6,62
MLCN5,2021-08-30 16:05:00,8.72,0,607,,,71,169,12,167,7,57
MLCN5,2021-08-30 17:05:00,8.72,0,768,,,76,165,16,148,8,49
MLCN5,2021-08-30 18:05:00,8.72,0,878,,,77,179,17,167,10,44
MLCN5,2021-08-30 19:05:00,8.72,0,923,,,78,171,18,187,12,43
MLCN5,2021-08-30 20:05:00,8.72,0,905,,,79,168,24,152,14,39
MLCN5,2021-08-30 21:05:00,8.72,0,829,,,80,176,21,176,11,37
MLCN5,2021-08-30 22:05:00,8.72,0,699,,,81,202,20,174,11,37
MLCN5,2021-08-30 23:05:00,8.72,0,431,,,80,178,17,174,11,41
MLCN5,2021-08-31 00:05:00,8.72,0,268,,,78,184,16,167,10,42
MLCN5,2021-08-31 01:05:00,8.72,0,94,,,75,176,15,166,9,47
MLCN5,2021-08-31 02:05:00,8.72,0,4,,,72,159,12,155,7,55
MLCN5,2021-08-31 03:05:00,8.72,0,0,,,69,151,8,133,5,61
MLCN5,2021-08-31 04:05:00,8.72,0,0,,,66,142,7,136,5,66
MLCN5,2021-08-31 05:05:00,8.72,0,0,,,65,204,8,177,5,67
MLCN5,2021-08-31 06:05:00,8.72,0,0,,,61,13,7,202,3,73
MLCN5,2021-08-31 07:05:00,8.72,0,0,,,61,81,4,39,2,77
MLCN5,2021-08-31 08:05:00,8.72,0,0,,,58,57,5,77,1,86
MLCN5,2021-08-31 09:05:00,8.72,0,0,,,57,26,3,20,3,88
MLCN5,2021-08-31 10:05:00,8.72,0,0,,,57,85,5,84,3,91
MLCN5,2021-08-31 11:05:00,8.72,0,0,,,56,0,3,66,1,94
MLCN5,2021-08-31 12:00:00,,,,53,81,,,,,,
MLCN5,2021-08-31 12:05:00,8.72,0,0,,,55,194,4,324,2,94
MLCN5,2021-08-31 13:05:00,8.72,0,20,,,55,5,3,4,1,96
MLCN5,2021-08-31 14:05:00,8.72,0,196,,,65,315,5,327,4,76
MLCN5,2021-08-31 15:05:00,8.72,0,349,,,69,293,7,293,4,65
MLCN5,2021-08-31 16:05:00,8.72,0,583,,,75,247,8,231,5,55
