FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,MAX_FREQ,DB_THRESHOLD,FREQ_STEPS,LEFT_CHANNEL,RIGHT_CHANNEL,aru,site
20210514_101000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.076038,NA ,aru01,kiowa
20210514_102000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079432,NA ,aru01,kiowa
20210514_103000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079433,NA ,aru01,kiowa
20210514_104000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210514_105000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079387,NA ,aru01,kiowa
20210514_110000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210601_084020.WAV,48000,16,100,1,acoustic_diversity,8000,-70,1000,2.064705,NA ,aru01,kiowa
20210601_085000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079304,NA ,aru01,kiowa
20210601_090000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210601_091000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210601_092000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210601_093000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079382,NA ,aru01,kiowa
20210601_094000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079367,NA ,aru01,kiowa
20210601_095000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079439,NA ,aru01,kiowa
20210601_100000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079434,NA ,aru01,kiowa
20210601_101000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079238,NA ,aru01,kiowa
20210601_102000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079437,NA ,aru01,kiowa
20210601_103000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079389,NA ,aru01,kiowa
20210601_104000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210601_105000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079419,NA ,aru01,kiowa
20210601_110000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.060237,NA ,aru01,kiowa
20210601_111000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079381,NA ,aru01,kiowa
20210601_112000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079413,NA ,aru01,kiowa
20210601_113000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210601_114000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210601_115000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210602_040000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210602_041000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210602_042000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210602_043000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_044000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_045000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_050000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079438,NA ,aru01,kiowa
20210602_051000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_052000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079433,NA ,aru01,kiowa
20210602_053000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_054000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_055000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_060000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_061000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079436,NA ,aru01,kiowa
20210602_062000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079391,NA ,aru01,kiowa
20210602_063000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079389,NA ,aru01,kiowa
20210602_064000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079424,NA ,aru01,kiowa
20210602_065000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.073824,NA ,aru01,kiowa
20210602_070000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079438,NA ,aru01,kiowa
20210602_071000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_072000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079439,NA ,aru01,kiowa
20210602_073000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_074000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_075000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_080000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079413,NA ,aru01,kiowa
20210602_081000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_082000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_083000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.017615,NA ,aru01,kiowa
20210602_084000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_085000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_090000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_091000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210602_092000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_093000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210602_094000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210602_095000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210602_100000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079403,NA ,aru01,kiowa
20210602_101000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079394,NA ,aru01,kiowa
20210602_102000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,1.45774,NA ,aru01,kiowa
20210602_103000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,1.25224,NA ,aru01,kiowa
20210602_104000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.042084,NA ,aru01,kiowa
20210602_105000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07943,NA ,aru01,kiowa
20210602_110000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079438,NA ,aru01,kiowa
20210602_111000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079427,NA ,aru01,kiowa
20210602_112000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210602_113000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079398,NA ,aru01,kiowa
20210602_114000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210602_115000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079439,NA ,aru01,kiowa
20210603_040000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210603_041000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_042000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_043000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_044000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210603_045000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_050000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079402,NA ,aru01,kiowa
20210603_051000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07943,NA ,aru01,kiowa
20210603_052000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079439,NA ,aru01,kiowa
20210603_053000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079438,NA ,aru01,kiowa
20210603_054000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079427,NA ,aru01,kiowa
20210603_055000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079398,NA ,aru01,kiowa
20210603_060000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079434,NA ,aru01,kiowa
20210603_061000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079428,NA ,aru01,kiowa
20210603_062000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079418,NA ,aru01,kiowa
20210603_063000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079392,NA ,aru01,kiowa
20210603_064000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210603_065000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_070000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079439,NA ,aru01,kiowa
20210603_071000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210603_072000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_073000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079436,NA ,aru01,kiowa
20210603_074000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.078714,NA ,aru01,kiowa
20210603_075000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.075477,NA ,aru01,kiowa
20210603_080000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079436,NA ,aru01,kiowa
20210603_081000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210603_082000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210603_083000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079425,NA ,aru01,kiowa
20210603_084000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.076612,NA ,aru01,kiowa
20210603_085000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079391,NA ,aru01,kiowa
20210603_090000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079413,NA ,aru01,kiowa
20210603_091000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079342,NA ,aru01,kiowa
20210603_092000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079438,NA ,aru01,kiowa
20210603_093000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079396,NA ,aru01,kiowa
20210603_094000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079436,NA ,aru01,kiowa
20210603_095000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079434,NA ,aru01,kiowa
20210603_100000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.07944,NA ,aru01,kiowa
20210603_101000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_102000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_103000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079437,NA ,aru01,kiowa
20210603_104000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.077567,NA ,aru01,kiowa
20210603_105000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.076596,NA ,aru01,kiowa
20210603_110000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079197,NA ,aru01,kiowa
20210603_111000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210603_112000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_113000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210603_114000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079439,NA ,aru01,kiowa
20210603_115000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210604_040000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210604_041000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079441,NA ,aru01,kiowa
20210604_042000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
20210604_043000.WAV,48000,16,120,1,acoustic_diversity,8000,-70,1000,2.079442,NA ,aru01,kiowa
