filename,samplingrate,bit,duration,channels,index,fft_w,min_freq,max_freq,left_channel,right_channel,aru,site
20210514_101000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.237597616,NA ,aru01,kiowa
20210514_102000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,0.374841409,NA ,aru01,kiowa
20210514_103000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,0.433052562,NA ,aru01,kiowa
20210514_104000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,0.736029692,NA ,aru01,kiowa
20210514_105000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.448729655,NA ,aru01,kiowa
20210514_110000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,0.463743761,NA ,aru01,kiowa
20210601_084020.WAV,48000,16,100,1,bioacoustic_index,512,2000,8000,6.617901765,NA ,aru01,kiowa
20210601_085000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.135414113,NA ,aru01,kiowa
20210601_090000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.511565628,NA ,aru01,kiowa
20210601_091000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.976118568,NA ,aru01,kiowa
20210601_092000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.048588237,NA ,aru01,kiowa
20210601_093000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.021343844,NA ,aru01,kiowa
20210601_094000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.086544475,NA ,aru01,kiowa
20210601_095000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.253946939,NA ,aru01,kiowa
20210601_100000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.550683936,NA ,aru01,kiowa
20210601_101000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,6.931104539,NA ,aru01,kiowa
20210601_102000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.895320455,NA ,aru01,kiowa
20210601_103000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.53285006,NA ,aru01,kiowa
20210601_104000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.667182647,NA ,aru01,kiowa
20210601_105000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.008511938,NA ,aru01,kiowa
20210601_110000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,9.725595155,NA ,aru01,kiowa
20210601_111000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.35613415,NA ,aru01,kiowa
20210601_112000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.879396122,NA ,aru01,kiowa
20210601_113000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.535981823,NA ,aru01,kiowa
20210601_114000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,0.990948138,NA ,aru01,kiowa
20210601_115000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.78993442,NA ,aru01,kiowa
20210602_040000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,0.975075771,NA ,aru01,kiowa
20210602_041000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.305920707,NA ,aru01,kiowa
20210602_042000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.759427775,NA ,aru01,kiowa
20210602_043000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,1.778046373,NA ,aru01,kiowa
20210602_044000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.231188648,NA ,aru01,kiowa
20210602_045000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,3.523477717,NA ,aru01,kiowa
20210602_050000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,5.404596264,NA ,aru01,kiowa
20210602_051000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.781740744,NA ,aru01,kiowa
20210602_052000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,4.11178479,NA ,aru01,kiowa
20210602_053000.WAV,48000,16,120,1,bioacoustic_index,512,2000,8000,2.376381351,NA ,aru01,kiowa
